;Scopy version,f4beeb1
;Exported on,Wednesday May 22/05/2024
;Device,M2K
;Nr of samples,8000
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
3704,0.0054,0.147334,-2.92969
3705,0.00541,0.147334,-2.9281
3706,0.00542,0.14416,-2.92651
3707,0.00543,0.137812,-2.92334
3708,0.00544,0.137812,-2.91858
3709,0.00545,0.134638,-2.91858
3710,0.00546,0.129877,-2.91382
3711,0.00547,0.129877,-2.91064
3712,0.00548,0.126703,-2.90906
3713,0.00549,0.123529,-2.90271
3714,0.0055,0.120354,-2.89953
3715,0.00551,0.11718,-2.89477
3716,0.00552,0.11718,-2.88842
3717,0.00553,0.112419,-2.88208
3718,0.00554,0.107658,-2.87732
3719,0.00555,0.107658,-2.86938
3720,0.00556,0.102897,-2.86303
3721,0.00557,0.102897,-2.85351
3722,0.00558,0.0997228,-2.84399
3723,0.00559,0.0949617,-2.83446
3724,0.0056,0.0949617,-2.82336
3725,0.00561,0.0902006,-2.81066
3726,0.00562,0.0870265,-2.79638
3727,0.00563,0.0838524,-2.78368
3728,0.00564,0.0806783,-2.76781
3729,0.00565,0.0806783,-2.74876
3730,0.00566,0.0775042,-2.73131
3731,0.00567,0.0743301,-2.70909
3732,0.00568,0.0695689,-2.68528
3733,0.00569,0.0679819,-2.6583
3734,0.0057,0.0648078,-2.63132
3735,0.00571,0.0616337,-2.59799
3736,0.00572,0.0600467,-2.56308
3737,0.00573,0.0568726,-2.52499
3738,0.00574,0.0552855,-2.48531
3739,0.00575,0.0521114,-2.44246
3740,0.00576,0.0489373,-2.39168
3741,0.00577,0.0441762,-2.33931
3742,0.00578,0.0425892,-2.28217
3743,0.00579,0.0394151,-2.22028
3744,0.0058,0.036241,-2.15203
3745,0.00581,0.036241,-2.07744
3746,0.00582,0.0314798,-1.99968
3747,0.00583,0.0298928,-1.91556
3748,0.00584,0.0267187,-1.82669
3749,0.00585,0.0219576,-1.72829
3750,0.00586,0.0203705,-1.62514
3751,0.00587,0.0171964,-1.51563
3752,0.00588,0.0171964,-1.39977
3753,0.00589,0.0124353,-1.28075
3754,0.0059,0.00926119,-1.15378
3755,0.00591,0.00926119,-1.02523
3756,0.00592,0.00450005,-0.887159
3757,0.00593,0.00450005,-0.749086
3758,0.00594,-0.00184814,-0.604665
3759,0.00595,-0.00502223,-0.457069
3760,0.00596,-0.00502223,-0.307887
3761,0.00597,-0.00978337,-0.153943
3762,0.00598,-0.00978337,-0.00317409
3763,0.00599,-0.0145445,0.152356
3764,0.006,-0.0177186,0.303126
3765,0.00601,-0.0177186,0.453895
3766,0.00602,-0.0240668,0.599904
3767,0.00603,-0.0256538,0.744325
3768,0.00604,-0.0288279,0.883985
3769,0.00605,-0.032002,1.02047
3770,0.00606,-0.032002,1.14902
3771,0.00607,-0.0367632,1.27599
3772,0.00608,-0.0383502,1.39501
3773,0.00609,-0.0415243,1.50928
3774,0.0061,-0.0446984,1.6172
3775,0.00611,-0.0478725,1.72195
3776,0.00612,-0.0510466,1.81876
3777,0.00613,-0.0542207,1.90763
3778,0.00614,-0.0558077,1.99333
3779,0.00615,-0.0589818,2.06951
3780,0.00616,-0.0621559,2.1441
3781,0.00617,-0.0637429,2.20917
3782,0.00618,-0.0685041,2.27265
3783,0.00619,-0.0700911,2.32978
3784,0.0062,-0.0732652,2.38057
3785,0.00621,-0.0748523,2.42818
3786,0.00622,-0.0780264,2.47421
3787,0.00623,-0.0796134,2.51547
3788,0.00624,-0.0827875,2.55356
3789,0.00625,-0.0859616,2.58689
3790,0.00626,-0.0875486,2.61545
3791,0.00627,-0.0923098,2.64878
3792,0.00628,-0.0954839,2.67259
3793,0.00629,-0.0970709,2.6948
3794,0.0063,-0.100245,2.71702
3795,0.00631,-0.101832,2.73765
3796,0.00632,-0.105006,2.75353
3797,0.00633,-0.10818,2.7694
3798,0.00634,-0.109767,2.78368
3799,0.00635,-0.114528,2.79796
3800,0.00636,-0.117703,2.80907
3801,0.00637,-0.11929,2.82018
3802,0.00638,-0.122464,2.83129
3803,0.00639,-0.124051,2.83923
3804,0.0064,-0.127225,2.84557
3805,0.00641,-0.130399,2.85668
3806,0.00642,-0.131986,2.86303
3807,0.00643,-0.136747,2.86621
3808,0.00644,-0.138334,2.87573
3809,0.00645,-0.141508,2.88049
3810,0.00646,-0.146269,2.88525
3811,0.00647,-0.146269,2.88842
3812,0.00648,-0.149443,2.8916
3813,0.00649,-0.152618,2.89636
3814,0.0065,-0.157379,2.89953
3815,0.00651,-0.158966,2.90271
3816,0.00652,-0.16214,2.90588
3817,0.00653,-0.163727,2.90906
3818,0.00654,-0.168488,2.91064
3819,0.00655,-0.168488,2.91382
3820,0.00656,-0.171662,2.91699
3821,0.00657,-0.176423,2.91699
3822,0.00658,-0.176423,2.92017
3823,0.00659,-0.181184,2.92334
3824,0.0066,-0.184358,2.92493
3825,0.00661,-0.185946,2.92651
3826,0.00662,-0.18912,2.9281
3827,0.00663,-0.190707,2.92969
3828,0.00664,-0.195468,2.92969
3829,0.00665,-0.195468,2.93127
3830,0.00666,-0.198642,2.93127
3831,0.00667,-0.20499,2.93445
3832,0.00668,-0.20499,2.93445
3833,0.00669,-0.209751,2.93604
3834,0.0067,-0.209751,2.93604
3835,0.00671,-0.212925,2.93921
3836,0.00672,-0.216099,2.93921
3837,0.00673,-0.217686,2.93921
3838,0.00674,-0.220861,2.94397
3839,0.00675,-0.225622,2.94397
3840,0.00676,-0.227209,2.94556
3841,0.00677,-0.230383,2.94556
3842,0.00678,-0.233557,2.94714
3843,0.00679,-0.238318,2.94714
3844,0.0068,-0.238318,2.94873
3845,0.00681,-0.241492,2.95032
3846,0.00682,-0.243079,2.95032
3847,0.00683,-0.246253,2.95191
3848,0.00684,-0.251014,2.95191
3849,0.00685,-0.252601,2.95191
3850,0.00686,-0.255776,2.95508
3851,0.00687,-0.25895,2.95508
3852,0.00688,-0.262124,2.95667
3853,0.00689,-0.262124,2.95667
3854,0.0069,-0.266885,2.95825
3855,0.00691,-0.271646,2.95825
3856,0.00692,-0.271646,2.95825
3857,0.00693,-0.27482,2.96143
3858,0.00694,-0.277994,2.96143
3859,0.00695,-0.281168,2.96143
3860,0.00696,-0.282755,2.96302
3861,0.00697,-0.285929,2.96302
3862,0.00698,-0.287516,2.96302
3863,0.00699,-0.290691,2.96778
3864,0.007,-0.295452,2.96778
3865,0.00701,-0.298626,2.96936
3866,0.00702,-0.298626,2.96936
3867,0.00703,-0.303387,2.97095
3868,0.00704,-0.306561,2.97095
3869,0.00705,-0.306561,2.97095
3870,0.00706,-0.311322,2.97254
3871,0.00707,-0.311322,2.97412
3872,0.00708,-0.31767,2.97412
3873,0.00709,-0.319257,2.97571
3874,0.0071,-0.322432,2.97571
3875,0.00711,-0.325606,2.9773
3876,0.00712,-0.327193,2.9773
3877,0.00713,-0.330367,2.97889
3878,0.00714,-0.331954,2.98047
3879,0.00715,-0.335128,2.98047
3880,0.00716,-0.339889,2.98206
3881,0.00717,-0.343063,2.98206
3882,0.00718,-0.34465,2.98365
3883,0.00719,-0.347824,2.98365
3884,0.0072,-0.350998,2.98523
3885,0.00721,-0.350998,2.98841
3886,0.00722,-0.355759,2.98841
3887,0.00723,-0.355759,2.98841
3888,0.00724,-0.357347,2.98841
3889,0.00725,-0.354172,2.98841
3890,0.00726,-0.350998,2.98523
3891,0.00727,-0.349411,2.98523
3892,0.00728,-0.34465,2.98365
3893,0.00729,-0.34465,2.98365
3894,0.0073,-0.341476,2.98206
3895,0.00731,-0.336715,2.98206
3896,0.00732,-0.333541,2.98047
3897,0.00733,-0.331954,2.98047
3898,0.00734,-0.327193,2.97889
3899,0.00735,-0.327193,2.9773
3900,0.00736,-0.322432,2.97571
3901,0.00737,-0.322432,2.97571
3902,0.00738,-0.319257,2.97571
3903,0.00739,-0.314496,2.97412
3904,0.0074,-0.312909,2.97254
3905,0.00741,-0.309735,2.97254
3906,0.00742,-0.306561,2.97095
3907,0.00743,-0.304974,2.97095
3908,0.00744,-0.300213,2.97095
3909,0.00745,-0.300213,2.96936
3910,0.00746,-0.295452,2.96778
3911,0.00747,-0.295452,2.96778
3912,0.00748,-0.290691,2.96619
3913,0.00749,-0.285929,2.96619
3914,0.0075,-0.285929,2.96302
3915,0.00751,-0.282755,2.96302
3916,0.00752,-0.279581,2.96143
3917,0.00753,-0.276407,2.96143
3918,0.00754,-0.273233,2.95984
3919,0.00755,-0.273233,2.95984
3920,0.00756,-0.268472,2.95825
3921,0.00757,-0.263711,2.95825
3922,0.00758,-0.263711,2.95667
3923,0.00759,-0.260537,2.95667
3924,0.0076,-0.257363,2.95508
3925,0.00761,-0.254189,2.95508
3926,0.00762,-0.252601,2.95349
3927,0.00763,-0.249427,2.95191
3928,0.00764,-0.246253,2.95191
3929,0.00765,-0.243079,2.94873
3930,0.00766,-0.239905,2.94873
3931,0.00767,-0.236731,2.94873
3932,0.00768,-0.236731,2.94714
3933,0.00769,-0.23197,2.94714
3934,0.0077,-0.230383,2.94556
3935,0.00771,-0.227209,2.94556
3936,0.00772,-0.222448,2.94238
3937,0.00773,-0.219273,2.94238
3938,0.00774,-0.219273,2.94238
3939,0.00775,-0.214512,2.93921
3940,0.00776,-0.212925,2.93921
3941,0.00777,-0.209751,2.93604
3942,0.00778,-0.206577,2.93604
3943,0.00779,-0.206577,2.93445
3944,0.0078,-0.203403,2.93445
3945,0.00781,-0.198642,2.93286
3946,0.00782,-0.195468,2.93127
3947,0.00783,-0.195468,2.92969
3948,0.00784,-0.190707,2.92651
3949,0.00785,-0.187533,2.92651
3950,0.00786,-0.187533,2.92493
3951,0.00787,-0.182771,2.92334
3952,0.00788,-0.181184,2.92175
3953,0.00789,-0.176423,2.92017
3954,0.0079,-0.173249,2.92017
3955,0.00791,-0.171662,2.9154
3956,0.00792,-0.168488,2.91223
3957,0.00793,-0.165314,2.91223
3958,0.00794,-0.165314,2.90747
3959,0.00795,-0.160553,2.90747
3960,0.00796,-0.160553,2.90271
3961,0.00797,-0.154205,2.89953
3962,0.00798,-0.15103,2.89636
3963,0.00799,-0.15103,2.8916
3964,0.008,-0.146269,2.89001
3965,0.00801,-0.143095,2.88366
3966,0.00802,-0.141508,2.8789
3967,0.00803,-0.138334,2.87414
3968,0.00804,-0.13516,2.86621
3969,0.00805,-0.131986,2.86303
3970,0.00806,-0.128812,2.8551
3971,0.00807,-0.125638,2.84716
3972,0.00808,-0.124051,2.83764
3973,0.00809,-0.120877,2.8297
3974,0.0081,-0.11929,2.81859
3975,0.00811,-0.116115,2.80907
3976,0.00812,-0.114528,2.79479
3977,0.00813,-0.109767,2.78209
3978,0.00814,-0.10818,2.76781
3979,0.00815,-0.105006,2.75194
3980,0.00816,-0.101832,2.73448
3981,0.00817,-0.100245,2.71702
3982,0.00818,-0.0970709,2.69322
3983,0.00819,-0.0938968,2.66941
3984,0.0082,-0.0923098,2.64402
3985,0.00821,-0.0875486,2.61228
3986,0.00822,-0.0843745,2.58371
3987,0.00823,-0.0827875,2.54562
3988,0.00824,-0.0796134,2.50912
3989,0.00825,-0.0780264,2.47103
3990,0.00826,-0.0748523,2.42501
3991,0.00827,-0.0716782,2.37581
3992,0.00828,-0.0700911,2.32185
3993,0.00829,-0.066917,2.26472
3994,0.0083,-0.0637429,2.20441
3995,0.00831,-0.0605689,2.13616
3996,0.00832,-0.0589818,2.05999
3997,0.00833,-0.0558077,1.98222
3998,0.00834,-0.0526336,1.90128
3999,0.00835,-0.0510466,1.80765
4000,0.00836,-0.0478725,1.70925
4001,0.00837,-0.0446984,1.60609
4002,0.00838,-0.0399373,1.495
4003,0.00839,-0.0383502,1.38232
4004,0.0084,-0.0335891,1.26329
4005,0.00841,-0.0335891,1.13791
4006,0.00842,-0.030415,1.00301
4007,0.00843,-0.0272409,0.869701
4008,0.00844,-0.0256538,0.728454
4009,0.00845,-0.0193056,0.584033
4010,0.00846,-0.0193056,0.436438
4011,0.00847,-0.0161316,0.287255
4012,0.00848,-0.0129575,0.133312
4013,0.00849,-0.00978337,-0.0190446
4014,0.0085,-0.00978337,-0.171401
4015,0.00851,-0.00660928,-0.323757
4016,0.00852,-0.00343518,-0.471353
4017,0.00853,-0.000261091,-0.618948
4018,0.00854,0.00132596,-0.760195
4019,0.00855,0.00608709,-0.901442
4020,0.00856,0.00767414,-1.03634
4021,0.00857,0.0124353,-1.16648
4022,0.00858,0.0124353,-1.29344
4023,0.00859,0.0156094,-1.41247
4024,0.0086,0.0187835,-1.52515
4025,0.00861,0.0203705,-1.63624
4026,0.00862,0.0235446,-1.7394
4027,0.00863,0.0283057,-1.83621
4028,0.00864,0.0298928,-1.92509
4029,0.00865,0.0330669,-2.00761
4030,0.00866,0.0346539,-2.08855
4031,0.00867,0.037828,-2.15997
4032,0.00868,0.0410021,-2.22345
4033,0.00869,0.0425892,-2.28693
4034,0.0087,0.0457633,-2.34407
4035,0.00871,0.0505244,-2.39803
4036,0.00872,0.0536985,-2.44564
4037,0.00873,0.0552855,-2.49008
4038,0.00874,0.0584596,-2.53134
4039,0.00875,0.0600467,-2.56784
4040,0.00876,0.0632208,-2.60117
4041,0.00877,0.0663949,-2.6345
4042,0.00878,0.0679819,-2.66148
4043,0.00879,0.072743,-2.68687
4044,0.0088,0.0743301,-2.71226
4045,0.00881,0.0775042,-2.73131
4046,0.00882,0.0806783,-2.75194
4047,0.00883,0.0838524,-2.7694
4048,0.00884,0.0838524,-2.78527
4049,0.00885,0.0886135,-2.79796
4050,0.00886,0.0917876,-2.81225
4051,0.00887,0.0917876,-2.82336
4052,0.00888,0.0981358,-2.83605
4053,0.00889,0.10131,-2.84557
4054,0.0089,0.10131,-2.8551
4055,0.00891,0.104484,-2.86303
4056,0.00892,0.107658,-2.87097
4057,0.00893,0.110832,-2.87732
4058,0.00894,0.114006,-2.88366
4059,0.00895,0.114006,-2.88842
4060,0.00896,0.118767,-2.89319
4061,0.00897,0.121941,-2.90112
4062,0.00898,0.125116,-2.90271
4063,0.00899,0.12829,-2.90747
4064,0.009,0.12829,-2.91064
4065,0.00901,0.133051,-2.91382
4066,0.00902,0.133051,-2.91699
4067,0.00903,0.137812,-2.92175
4068,0.00904,0.142573,-2.92334
4069,0.00905,0.142573,-2.92651
4070,0.00906,0.147334,-2.9281
4071,0.00907,0.150508,-2.93127
4072,0.00908,0.150508,-2.93286
4073,0.00909,0.155269,-2.93445
4074,0.0091,0.158444,-2.93604
4075,0.00911,0.160031,-2.93762
4076,0.00912,0.164792,-2.9408
4077,0.00913,0.167966,-2.93921
4078,0.00914,0.167966,-2.94397
4079,0.00915,0.172727,-2.94556
4080,0.00916,0.172727,-2.94714
4081,0.00917,0.177488,-2.94873
4082,0.00918,0.179075,-2.94873
4083,0.00919,0.182249,-2.95032
4084,0.0092,0.18701,-2.95032
4085,0.00921,0.188597,-2.95032
4086,0.00922,0.191772,-2.95349
4087,0.00923,0.193359,-2.95508
4088,0.00924,0.196533,-2.95667
4089,0.00925,0.19812,-2.95667
4090,0.00926,0.201294,-2.95667
4091,0.00927,0.204468,-2.95984
4092,0.00928,0.209229,-2.95984
4093,0.00929,0.209229,-2.95984
4094,0.0093,0.21399,-2.95984
4095,0.00931,0.217164,-2.96302
4096,0.00932,0.217164,-2.96302
4097,0.00933,0.220338,-2.9646
4098,0.00934,0.223512,-2.9646
4099,0.00935,0.226687,-2.96778
4100,0.00936,0.228274,-2.96778
4101,0.00937,0.233035,-2.96778
4102,0.00938,0.236209,-2.97095
4103,0.00939,0.237796,-2.97095
4104,0.0094,0.24097,-2.97254
4105,0.00941,0.244144,-2.97254
4106,0.00942,0.245731,-2.97412
4107,0.00943,0.248905,-2.97412
4108,0.00944,0.253666,-2.97571
4109,0.00945,0.255253,-2.97571
4110,0.00946,0.258427,-2.9773
4111,0.00947,0.260015,-2.9773
4112,0.00948,0.263189,-2.97889
4113,0.00949,0.266363,-2.97889
4114,0.0095,0.26795,-2.98047
4115,0.00951,0.271124,-2.98206
4116,0.00952,0.272711,-2.98206
4117,0.00953,0.277472,-2.98206
4118,0.00954,0.280646,-2.98365
4119,0.00955,0.282233,-2.98523
4120,0.00956,0.285407,-2.98523
4121,0.00957,0.288581,-2.98682
4122,0.00958,0.290168,-2.99
4123,0.00959,0.293342,-2.99
4124,0.0096,0.29493,-2.99158
4125,0.00961,0.299691,-2.99158
4126,0.00962,0.302865,-2.99317
4127,0.00963,0.304452,-2.99317
4128,0.00964,0.307626,-2.99476
4129,0.00965,0.309213,-2.99476
4130,0.00966,0.312387,-2.99634
4131,0.00967,0.315561,-2.99634
4132,0.00968,0.317148,-2.99793
4133,0.00969,0.323496,-2.99793
4134,0.0097,0.323496,-2.99952
4135,0.00971,0.32667,-2.99952
4136,0.00972,0.329845,-3.0011
4137,0.00973,0.329845,-3.0011
4138,0.00974,0.329845,-3.0011
4139,0.00975,0.329845,-3.0011
4140,0.00976,0.325083,-2.99952
4141,0.00977,0.323496,-2.99952
4142,0.00978,0.318735,-2.99793
4143,0.00979,0.315561,-2.99793
4144,0.0098,0.315561,-2.99634
4145,0.00981,0.3108,-2.99634
4146,0.00982,0.309213,-2.99476
4147,0.00983,0.306039,-2.99476
4148,0.00984,0.302865,-2.99317
4149,0.00985,0.301278,-2.99317
4150,0.00986,0.296517,-2.99158
4151,0.00987,0.29493,-2.99
4152,0.00988,0.291755,-2.99
4153,0.00989,0.288581,-2.99
4154,0.0099,0.286994,-2.98682
4155,0.00991,0.28382,-2.98523
4156,0.00992,0.282233,-2.98523
4157,0.00993,0.279059,-2.98365
4158,0.00994,0.277472,-2.98365
4159,0.00995,0.272711,-2.98206
4160,0.00996,0.269537,-2.98047
4161,0.00997,0.26795,-2.98047
4162,0.00998,0.264776,-2.97889
4163,0.00999,0.263189,-2.97889
4164,0.01,0.260015,-2.9773
4165,0.01001,0.25684,-2.9773
4166,0.01002,0.255253,-2.97571
4167,0.01003,0.250492,-2.97571
4168,0.01004,0.247318,-2.97412
4169,0.01005,0.245731,-2.97412
4170,0.01006,0.242557,-2.97254
4171,0.01007,0.24097,-2.97254
4172,0.01008,0.237796,-2.96936
4173,0.01009,0.234622,-2.96936
4174,0.0101,0.233035,-2.96936
4175,0.01011,0.228274,-2.96778
4176,0.01012,0.225099,-2.96778
4177,0.01013,0.223512,-2.9646
4178,0.01014,0.220338,-2.9646
4179,0.01015,0.217164,-2.96302
4180,0.01016,0.215577,-2.96302
4181,0.01017,0.210816,-2.96143
4182,0.01018,0.210816,-2.96143
4183,0.01019,0.206055,-2.95984
4184,0.0102,0.202881,-2.95667
4185,0.01021,0.201294,-2.95667
4186,0.01022,0.19812,-2.95667
4187,0.01023,0.194946,-2.95508
4188,0.01024,0.193359,-2.95508
4189,0.01025,0.190184,-2.95349
4190,0.01026,0.188597,-2.95032
4191,0.01027,0.182249,-2.95032
4192,0.01028,0.182249,-2.95032
4193,0.01029,0.179075,-2.94714
4194,0.0103,0.174314,-2.94714
4195,0.01031,0.174314,-2.94714
4196,0.01032,0.169553,-2.94556
4197,0.01033,0.169553,-2.94397
4198,0.01034,0.164792,-2.9408
4199,0.01035,0.164792,-2.93762
4200,0.01036,0.160031,-2.93762
4201,0.01037,0.155269,-2.93604
4202,0.01038,0.155269,-2.93286
4203,0.01039,0.152095,-2.93286
4204,0.0104,0.148921,-2.92969
4205,0.01041,0.145747,-2.9281
4206,0.01042,0.14416,-2.92493
4207,0.01043,0.137812,-2.92493
4208,0.01044,0.137812,-2.91858
4209,0.01045,0.134638,-2.91699
4210,0.01046,0.129877,-2.91223
4211,0.01047,0.129877,-2.91064
4212,0.01048,0.126703,-2.90747
4213,0.01049,0.123529,-2.90271
4214,0.0105,0.120354,-2.89953
4215,0.01051,0.11718,-2.89319
4216,0.01052,0.11718,-2.88842
4217,0.01053,0.112419,-2.88208
4218,0.01054,0.109245,-2.87732
4219,0.01055,0.106071,-2.86938
4220,0.01056,0.104484,-2.86144
4221,0.01057,0.10131,-2.8551
4222,0.01058,0.0997228,-2.84399
4223,0.01059,0.0965487,-2.83446
4224,0.0106,0.0917876,-2.82336
4225,0.01061,0.0902006,-2.81066
4226,0.01062,0.0870265,-2.79796
4227,0.01063,0.0838524,-2.78209
4228,0.01064,0.0822653,-2.76781
4229,0.01065,0.0790912,-2.74876
4230,0.01066,0.0775042,-2.72972
4231,0.01067,0.0743301,-2.7075
4232,0.01068,0.0695689,-2.68528
4233,0.01069,0.0679819,-2.6583
4234,0.0107,0.0648078,-2.63132
4235,0.01071,0.0616337,-2.59799
4236,0.01072,0.0600467,-2.56308
4237,0.01073,0.0568726,-2.52816
4238,0.01074,0.0552855,-2.48373
4239,0.01075,0.0521114,-2.44088
4240,0.01076,0.0489373,-2.39168
4241,0.01077,0.0441762,-2.33772
4242,0.01078,0.0441762,-2.28217
4243,0.01079,0.0394151,-2.2171
4244,0.0108,0.037828,-2.15203
4245,0.01081,0.0346539,-2.07903
4246,0.01082,0.0314798,-2.00127
4247,0.01083,0.0283057,-1.91556
4248,0.01084,0.0283057,-1.8251
4249,0.01085,0.0235446,-1.72829
4250,0.01086,0.0203705,-1.62514
4251,0.01087,0.0171964,-1.51404
4252,0.01088,0.0140223,-1.39977
4253,0.01089,0.0140223,-1.28233
4254,0.0109,0.00926119,-1.15378
4255,0.01091,0.00926119,-1.02364
4256,0.01092,0.00450005,-0.887159
4257,0.01093,0.00132596,-0.749086
4258,0.01094,-0.00184814,-0.604665
4259,0.01095,-0.00502223,-0.457069
4260,0.01096,-0.00502223,-0.3063
4261,0.01097,-0.00978337,-0.155531
4262,0.01098,-0.0113704,0
4263,0.01099,-0.0145445,0.152356
4264,0.011,-0.0177186,0.303126
4265,0.01101,-0.0177186,0.452308
4266,0.01102,-0.0240668,0.598316
4267,0.01103,-0.0256538,0.745912
4268,0.01104,-0.0288279,0.882398
4269,0.01105,-0.032002,1.02047
4270,0.01106,-0.032002,1.14902
4271,0.01107,-0.0367632,1.27599
4272,0.01108,-0.0383502,1.39501
4273,0.01109,-0.0415243,1.50928
4274,0.0111,-0.0446984,1.6172
4275,0.01111,-0.0478725,1.72195
4276,0.01112,-0.0510466,1.81876
4277,0.01113,-0.0542207,1.90763
4278,0.01114,-0.0558077,1.99333
4279,0.01115,-0.0589818,2.0711
4280,0.01116,-0.0621559,2.14251
4281,0.01117,-0.0621559,2.21076
4282,0.01118,-0.066917,2.27265
4283,0.01119,-0.0700911,2.32978
4284,0.0112,-0.0732652,2.38057
4285,0.01121,-0.0748523,2.42818
4286,0.01122,-0.0780264,2.47421
4287,0.01123,-0.0796134,2.51547
4288,0.01124,-0.0827875,2.55197
4289,0.01125,-0.0859616,2.58689
4290,0.01126,-0.0875486,2.61545
4291,0.01127,-0.0923098,2.64878
4292,0.01128,-0.0954839,2.67259
4293,0.01129,-0.0970709,2.69639
4294,0.0113,-0.100245,2.71702
4295,0.01131,-0.101832,2.73765
4296,0.01132,-0.105006,2.75353
4297,0.01133,-0.10818,2.7694
4298,0.01134,-0.109767,2.78368
4299,0.01135,-0.114528,2.79638
4300,0.01136,-0.116115,2.81066
4301,0.01137,-0.11929,2.82018
4302,0.01138,-0.122464,2.83129
4303,0.01139,-0.125638,2.83923
4304,0.0114,-0.127225,2.84557
4305,0.01141,-0.130399,2.85668
4306,0.01142,-0.131986,2.86303
4307,0.01143,-0.136747,2.86779
4308,0.01144,-0.139921,2.87573
4309,0.01145,-0.141508,2.88049
4310,0.01146,-0.144682,2.88366
4311,0.01147,-0.147856,2.89001
4312,0.01148,-0.149443,2.8916
4313,0.01149,-0.152618,2.89636
4314,0.0115,-0.157379,2.89953
4315,0.01151,-0.158966,2.90271
4316,0.01152,-0.16214,2.90747
4317,0.01153,-0.163727,2.90747
4318,0.01154,-0.168488,2.91064
4319,0.01155,-0.168488,2.9154
4320,0.01156,-0.171662,2.9154
4321,0.01157,-0.174836,2.91699
4322,0.01158,-0.176423,2.92017
4323,0.01159,-0.182771,2.92175
4324,0.0116,-0.182771,2.92493
4325,0.01161,-0.185946,2.92493
4326,0.01162,-0.18912,2.9281
4327,0.01163,-0.190707,2.92969
4328,0.01164,-0.195468,2.92969
4329,0.01165,-0.195468,2.93127
4330,0.01166,-0.198642,2.93127
4331,0.01167,-0.20499,2.93445
4332,0.01168,-0.20499,2.93604
4333,0.01169,-0.208164,2.93604
4334,0.0117,-0.211338,2.93604
4335,0.01171,-0.212925,2.93921
4336,0.01172,-0.216099,2.93921
4337,0.01173,-0.217686,2.94238
4338,0.01174,-0.220861,2.94238
4339,0.01175,-0.225622,2.94238
4340,0.01176,-0.227209,2.94556
4341,0.01177,-0.23197,2.94556
4342,0.01178,-0.23197,2.94714
4343,0.01179,-0.236731,2.94714
4344,0.0118,-0.238318,2.94873
4345,0.01181,-0.241492,2.94873
4346,0.01182,-0.243079,2.94873
4347,0.01183,-0.246253,2.95191
4348,0.01184,-0.251014,2.95191
4349,0.01185,-0.254189,2.95349
4350,0.01186,-0.254189,2.95349
4351,0.01187,-0.257363,2.95349
4352,0.01188,-0.260537,2.95667
4353,0.01189,-0.263711,2.95667
4354,0.0119,-0.265298,2.95667
4355,0.01191,-0.268472,2.95984
4356,0.01192,-0.273233,2.95984
4357,0.01193,-0.27482,2.96143
4358,0.01194,-0.277994,2.96143
4359,0.01195,-0.281168,2.96143
4360,0.01196,-0.282755,2.96302
4361,0.01197,-0.285929,2.96302
4362,0.01198,-0.287516,2.96619
4363,0.01199,-0.290691,2.96619
4364,0.012,-0.295452,2.96778
4365,0.01201,-0.298626,2.96936
4366,0.01202,-0.298626,2.96936
4367,0.01203,-0.303387,2.97095
4368,0.01204,-0.306561,2.97095
4369,0.01205,-0.306561,2.97254
4370,0.01206,-0.311322,2.97254
4371,0.01207,-0.311322,2.97412
4372,0.01208,-0.31767,2.97412
4373,0.01209,-0.319257,2.97571
4374,0.0121,-0.322432,2.97571
4375,0.01211,-0.325606,2.9773
4376,0.01212,-0.325606,2.9773
4377,0.01213,-0.330367,2.97889
4378,0.01214,-0.331954,2.98047
4379,0.01215,-0.335128,2.98206
4380,0.01216,-0.339889,2.98206
4381,0.01217,-0.343063,2.98206
4382,0.01218,-0.343063,2.98365
4383,0.01219,-0.347824,2.98365
4384,0.0122,-0.349411,2.98523
4385,0.01221,-0.352585,2.98841
4386,0.01222,-0.355759,2.98841
4387,0.01223,-0.355759,2.98841
4388,0.01224,-0.357347,2.98841
4389,0.01225,-0.354172,2.98841
4390,0.01226,-0.350998,2.98523
4391,0.01227,-0.349411,2.98523
4392,0.01228,-0.34465,2.98365
4393,0.01229,-0.34465,2.98365
4394,0.0123,-0.341476,2.98206
4395,0.01231,-0.336715,2.98206
4396,0.01232,-0.333541,2.98047
4397,0.01233,-0.331954,2.98047
4398,0.01234,-0.327193,2.97889
4399,0.01235,-0.327193,2.9773
4400,0.01236,-0.322432,2.97571
4401,0.01237,-0.322432,2.97571
4402,0.01238,-0.319257,2.97412
4403,0.01239,-0.314496,2.97412
4404,0.0124,-0.312909,2.97254
4405,0.01241,-0.308148,2.97254
4406,0.01242,-0.308148,2.97095
4407,0.01243,-0.304974,2.97095
4408,0.01244,-0.3018,2.97095
4409,0.01245,-0.298626,2.96936
4410,0.01246,-0.297039,2.96936
4411,0.01247,-0.293865,2.96619
4412,0.01248,-0.289104,2.96619
4413,0.01249,-0.285929,2.96619
4414,0.0125,-0.285929,2.96302
4415,0.01251,-0.282755,2.96302
4416,0.01252,-0.279581,2.96143
4417,0.01253,-0.277994,2.96143
4418,0.01254,-0.27482,2.95984
4419,0.01255,-0.271646,2.95984
4420,0.01256,-0.268472,2.95825
4421,0.01257,-0.265298,2.95825
4422,0.01258,-0.262124,2.95667
4423,0.01259,-0.260537,2.95667
