;Scopy version,f4beeb1
;Exported on,Wednesday May 22/05/2024
;Device,M2K
;Nr of samples,8000
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
1636,-0.01528,0.329845,-3.0011
1637,-0.01527,0.331432,-3.0011
1638,-0.01526,0.329845,-3.0011
1639,-0.01525,0.329845,-3.0011
1640,-0.01524,0.325083,-2.99952
1641,-0.01523,0.325083,-2.99952
1642,-0.01522,0.318735,-2.99952
1643,-0.01521,0.315561,-2.99793
1644,-0.0152,0.315561,-2.99793
1645,-0.01519,0.3108,-2.99634
1646,-0.01518,0.309213,-2.99634
1647,-0.01517,0.306039,-2.99634
1648,-0.01516,0.304452,-2.99317
1649,-0.01515,0.301278,-2.99317
1650,-0.01514,0.296517,-2.99158
1651,-0.01513,0.29493,-2.99158
1652,-0.01512,0.291755,-2.99
1653,-0.01511,0.288581,-2.99
1654,-0.0151,0.286994,-2.98682
1655,-0.01509,0.28382,-2.98523
1656,-0.01508,0.282233,-2.98523
1657,-0.01507,0.279059,-2.98365
1658,-0.01506,0.277472,-2.98365
1659,-0.01505,0.272711,-2.98206
1660,-0.01504,0.269537,-2.98206
1661,-0.01503,0.26795,-2.98047
1662,-0.01502,0.264776,-2.97889
1663,-0.01501,0.263189,-2.97889
1664,-0.015,0.260015,-2.9773
1665,-0.01499,0.25684,-2.9773
1666,-0.01498,0.255253,-2.97571
1667,-0.01497,0.250492,-2.97571
1668,-0.01496,0.247318,-2.97412
1669,-0.01495,0.245731,-2.97412
1670,-0.01494,0.242557,-2.97254
1671,-0.01493,0.239383,-2.97254
1672,-0.01492,0.237796,-2.97095
1673,-0.01491,0.234622,-2.97095
1674,-0.0149,0.233035,-2.96778
1675,-0.01489,0.228274,-2.96778
1676,-0.01488,0.225099,-2.96778
1677,-0.01487,0.221925,-2.9646
1678,-0.01486,0.220338,-2.9646
1679,-0.01485,0.217164,-2.96302
1680,-0.01484,0.215577,-2.96302
1681,-0.01483,0.212403,-2.96143
1682,-0.01482,0.209229,-2.96143
1683,-0.01481,0.206055,-2.95984
1684,-0.0148,0.201294,-2.95825
1685,-0.01479,0.201294,-2.95825
1686,-0.01478,0.196533,-2.95508
1687,-0.01477,0.196533,-2.95508
1688,-0.01476,0.193359,-2.95508
1689,-0.01475,0.190184,-2.95349
1690,-0.01474,0.188597,-2.95191
1691,-0.01473,0.185423,-2.95191
1692,-0.01472,0.180662,-2.94873
1693,-0.01471,0.179075,-2.94873
1694,-0.0147,0.174314,-2.94873
1695,-0.01469,0.174314,-2.94714
1696,-0.01468,0.17114,-2.94397
1697,-0.01467,0.167966,-2.94397
1698,-0.01466,0.166379,-2.9408
1699,-0.01465,0.163205,-2.9408
1700,-0.01464,0.160031,-2.93762
1701,-0.01463,0.155269,-2.93604
1702,-0.01462,0.155269,-2.93445
1703,-0.01461,0.152095,-2.93286
1704,-0.0146,0.148921,-2.93127
1705,-0.01459,0.145747,-2.9281
1706,-0.01458,0.14416,-2.92651
1707,-0.01457,0.140986,-2.92334
1708,-0.01456,0.136225,-2.92334
1709,-0.01455,0.134638,-2.91699
1710,-0.01454,0.131464,-2.91382
1711,-0.01453,0.12829,-2.91064
1712,-0.01452,0.126703,-2.90906
1713,-0.01451,0.121941,-2.90271
1714,-0.0145,0.121941,-2.90112
1715,-0.01449,0.118767,-2.89319
1716,-0.01448,0.114006,-2.88684
1717,-0.01447,0.112419,-2.88366
1718,-0.01446,0.107658,-2.87732
1719,-0.01445,0.107658,-2.86938
1720,-0.01444,0.102897,-2.86303
1721,-0.01443,0.102897,-2.85351
1722,-0.01442,0.0997228,-2.84399
1723,-0.01441,0.0949617,-2.83446
1724,-0.0144,0.0949617,-2.82336
1725,-0.01439,0.0886135,-2.81066
1726,-0.01438,0.0886135,-2.79638
1727,-0.01437,0.0838524,-2.78368
1728,-0.01436,0.0806783,-2.76781
1729,-0.01435,0.0806783,-2.75035
1730,-0.01434,0.0759171,-2.72972
1731,-0.01433,0.0759171,-2.70909
1732,-0.01432,0.0695689,-2.68528
1733,-0.01431,0.0663949,-2.6583
1734,-0.0143,0.0663949,-2.63132
1735,-0.01429,0.0632208,-2.59958
1736,-0.01428,0.0600467,-2.56467
1737,-0.01427,0.0568726,-2.52816
1738,-0.01426,0.0552855,-2.4869
1739,-0.01425,0.0521114,-2.44246
1740,-0.01424,0.0489373,-2.39327
1741,-0.01423,0.0441762,-2.33772
1742,-0.01422,0.0441762,-2.28217
1743,-0.01421,0.0394151,-2.21869
1744,-0.0142,0.037828,-2.15045
1745,-0.01419,0.0346539,-2.07903
1746,-0.01418,0.0314798,-2.00285
1747,-0.01417,0.0314798,-1.91556
1748,-0.01416,0.0267187,-1.82669
1749,-0.01415,0.0219576,-1.72829
1750,-0.01414,0.0203705,-1.62514
1751,-0.01413,0.0171964,-1.51563
1752,-0.01412,0.0156094,-1.40136
1753,-0.01411,0.0124353,-1.28233
1754,-0.0141,0.00926119,-1.15378
1755,-0.01409,0.00767414,-1.02523
1756,-0.01408,0.00450005,-0.887159
1757,-0.01407,0.00132596,-0.749086
1758,-0.01406,-0.00184814,-0.604665
1759,-0.01405,-0.00502223,-0.457069
1760,-0.01404,-0.00502223,-0.3063
1761,-0.01403,-0.00978337,-0.153943
1762,-0.01402,-0.0113704,-0.00317409
1763,-0.01401,-0.0145445,0.152356
1764,-0.014,-0.0161316,0.303126
1765,-0.01399,-0.0193056,0.453895
1766,-0.01398,-0.0240668,0.599904
1767,-0.01397,-0.0256538,0.744325
1768,-0.01396,-0.0288279,0.883985
1769,-0.01395,-0.030415,1.02047
1770,-0.01394,-0.0335891,1.14902
1771,-0.01393,-0.0367632,1.27757
1772,-0.01392,-0.0383502,1.39501
1773,-0.01391,-0.0415243,1.50928
1774,-0.0139,-0.0446984,1.6172
1775,-0.01389,-0.0478725,1.72195
1776,-0.01388,-0.0510466,1.82034
1777,-0.01387,-0.0542207,1.90763
1778,-0.01386,-0.0558077,1.99333
1779,-0.01385,-0.0589818,2.0711
1780,-0.01384,-0.0605689,2.14251
1781,-0.01383,-0.0637429,2.21076
1782,-0.01382,-0.066917,2.27265
1783,-0.01381,-0.0700911,2.3282
1784,-0.0138,-0.0732652,2.38216
1785,-0.01379,-0.0748523,2.42977
1786,-0.01378,-0.0780264,2.47421
1787,-0.01377,-0.0812005,2.51547
1788,-0.01376,-0.0827875,2.55356
1789,-0.01375,-0.0859616,2.58689
1790,-0.01374,-0.0875486,2.61863
1791,-0.01373,-0.0923098,2.64878
1792,-0.01372,-0.0954839,2.67259
1793,-0.01371,-0.0970709,2.6948
1794,-0.0137,-0.100245,2.71702
1795,-0.01369,-0.101832,2.73765
1796,-0.01368,-0.105006,2.75353
1797,-0.01367,-0.10818,2.7694
1798,-0.01366,-0.109767,2.78368
1799,-0.01365,-0.114528,2.79638
1800,-0.01364,-0.117703,2.81066
1801,-0.01363,-0.11929,2.82018
1802,-0.01362,-0.122464,2.83129
1803,-0.01361,-0.124051,2.84081
1804,-0.0136,-0.127225,2.85034
1805,-0.01359,-0.130399,2.85668
1806,-0.01358,-0.131986,2.86303
1807,-0.01357,-0.136747,2.86779
1808,-0.01356,-0.138334,2.87573
1809,-0.01355,-0.141508,2.88049
1810,-0.01354,-0.146269,2.88525
1811,-0.01353,-0.146269,2.88842
1812,-0.01352,-0.149443,2.8916
1813,-0.01351,-0.152618,2.89636
1814,-0.0135,-0.157379,2.89953
1815,-0.01349,-0.158966,2.90271
1816,-0.01348,-0.16214,2.90588
1817,-0.01347,-0.163727,2.90906
1818,-0.01346,-0.166901,2.91064
1819,-0.01345,-0.168488,2.91382
1820,-0.01344,-0.171662,2.91699
1821,-0.01343,-0.174836,2.91699
1822,-0.01342,-0.176423,2.92017
1823,-0.01341,-0.181184,2.92334
1824,-0.0134,-0.184358,2.92493
1825,-0.01339,-0.185946,2.92651
1826,-0.01338,-0.18912,2.9281
1827,-0.01337,-0.190707,2.92969
1828,-0.01336,-0.195468,2.92969
1829,-0.01335,-0.195468,2.93127
1830,-0.01334,-0.198642,2.93127
1831,-0.01333,-0.203403,2.93445
1832,-0.01332,-0.20499,2.93604
1833,-0.01331,-0.209751,2.93604
1834,-0.0133,-0.209751,2.93604
1835,-0.01329,-0.212925,2.93921
1836,-0.01328,-0.216099,2.94238
1837,-0.01327,-0.217686,2.94238
1838,-0.01326,-0.220861,2.94397
1839,-0.01325,-0.227209,2.94397
1840,-0.01324,-0.227209,2.94556
1841,-0.01323,-0.230383,2.94556
1842,-0.01322,-0.233557,2.94714
1843,-0.01321,-0.236731,2.94714
1844,-0.0132,-0.239905,2.94714
1845,-0.01319,-0.239905,2.95032
1846,-0.01318,-0.243079,2.95032
1847,-0.01317,-0.246253,2.95191
1848,-0.01316,-0.251014,2.95191
1849,-0.01315,-0.252601,2.95191
1850,-0.01314,-0.257363,2.95508
1851,-0.01313,-0.257363,2.95508
1852,-0.01312,-0.262124,2.95667
1853,-0.01311,-0.262124,2.95667
1854,-0.0131,-0.265298,2.95667
1855,-0.01309,-0.268472,2.95984
1856,-0.01308,-0.273233,2.95984
1857,-0.01307,-0.27482,2.96143
1858,-0.01306,-0.277994,2.96143
1859,-0.01305,-0.281168,2.96302
1860,-0.01304,-0.282755,2.96302
1861,-0.01303,-0.285929,2.96302
1862,-0.01302,-0.289104,2.96619
1863,-0.01301,-0.290691,2.96619
1864,-0.013,-0.295452,2.96778
1865,-0.01299,-0.298626,2.96936
1866,-0.01298,-0.298626,2.96936
1867,-0.01297,-0.303387,2.97095
1868,-0.01296,-0.304974,2.97095
1869,-0.01295,-0.308148,2.97254
1870,-0.01294,-0.311322,2.97254
1871,-0.01293,-0.312909,2.97412
1872,-0.01292,-0.31767,2.97412
1873,-0.01291,-0.320844,2.97571
1874,-0.0129,-0.320844,2.97571
1875,-0.01289,-0.325606,2.9773
1876,-0.01288,-0.327193,2.97889
1877,-0.01287,-0.330367,2.98047
1878,-0.01286,-0.330367,2.98047
1879,-0.01285,-0.335128,2.98206
1880,-0.01284,-0.339889,2.98206
1881,-0.01283,-0.343063,2.98206
1882,-0.01282,-0.343063,2.98365
1883,-0.01281,-0.347824,2.98523
1884,-0.0128,-0.350998,2.98523
1885,-0.01279,-0.350998,2.98841
1886,-0.01278,-0.355759,2.98841
1887,-0.01277,-0.355759,2.98841
1888,-0.01276,-0.355759,2.98841
1889,-0.01275,-0.354172,2.98841
1890,-0.01274,-0.350998,2.98841
1891,-0.01273,-0.349411,2.98523
1892,-0.01272,-0.346237,2.98365
1893,-0.01271,-0.34465,2.98365
1894,-0.0127,-0.341476,2.98206
1895,-0.01269,-0.336715,2.98206
1896,-0.01268,-0.335128,2.98047
1897,-0.01267,-0.330367,2.97889
1898,-0.01266,-0.330367,2.97889
1899,-0.01265,-0.327193,2.9773
1900,-0.01264,-0.322432,2.9773
1901,-0.01263,-0.322432,2.97571
1902,-0.01262,-0.319257,2.97571
1903,-0.01261,-0.314496,2.97412
1904,-0.0126,-0.312909,2.97254
1905,-0.01259,-0.309735,2.97254
1906,-0.01258,-0.306561,2.97095
1907,-0.01257,-0.304974,2.97095
1908,-0.01256,-0.3018,2.97095
1909,-0.01255,-0.297039,2.96936
1910,-0.01254,-0.297039,2.96936
1911,-0.01253,-0.293865,2.96936
1912,-0.01252,-0.289104,2.96778
1913,-0.01251,-0.285929,2.96619
1914,-0.0125,-0.285929,2.96302
1915,-0.01249,-0.282755,2.96302
1916,-0.01248,-0.279581,2.96302
1917,-0.01247,-0.276407,2.95984
1918,-0.01246,-0.27482,2.95984
1919,-0.01245,-0.271646,2.95984
1920,-0.01244,-0.268472,2.95984
1921,-0.01243,-0.265298,2.95667
1922,-0.01242,-0.262124,2.95667
1923,-0.01241,-0.260537,2.95667
1924,-0.0124,-0.257363,2.95508
1925,-0.01239,-0.254189,2.95508
1926,-0.01238,-0.251014,2.95349
1927,-0.01237,-0.251014,2.95191
1928,-0.01236,-0.246253,2.95191
1929,-0.01235,-0.243079,2.95032
1930,-0.01234,-0.239905,2.95032
1931,-0.01233,-0.236731,2.94714
1932,-0.01232,-0.236731,2.94714
1933,-0.01231,-0.23197,2.94714
1934,-0.0123,-0.230383,2.94556
1935,-0.01229,-0.227209,2.94556
1936,-0.01228,-0.222448,2.94238
1937,-0.01227,-0.220861,2.94238
1938,-0.01226,-0.217686,2.94238
1939,-0.01225,-0.214512,2.93921
1940,-0.01224,-0.212925,2.93921
1941,-0.01223,-0.209751,2.93604
1942,-0.01222,-0.208164,2.93604
1943,-0.01221,-0.20499,2.93445
1944,-0.0122,-0.200229,2.93445
1945,-0.01219,-0.200229,2.93127
1946,-0.01218,-0.195468,2.93127
1947,-0.01217,-0.193881,2.92969
1948,-0.01216,-0.190707,2.9281
1949,-0.01215,-0.187533,2.92651
1950,-0.01214,-0.187533,2.92493
1951,-0.01213,-0.182771,2.92334
1952,-0.01212,-0.181184,2.92175
1953,-0.01211,-0.176423,2.92017
1954,-0.0121,-0.173249,2.92017
1955,-0.01209,-0.171662,2.9154
1956,-0.01208,-0.168488,2.91382
1957,-0.01207,-0.165314,2.91064
1958,-0.01206,-0.165314,2.90747
1959,-0.01205,-0.160553,2.90747
1960,-0.01204,-0.160553,2.90271
1961,-0.01203,-0.154205,2.89953
1962,-0.01202,-0.15103,2.89636
1963,-0.01201,-0.15103,2.8916
1964,-0.012,-0.146269,2.89001
1965,-0.01199,-0.144682,2.88366
1966,-0.01198,-0.141508,2.8789
1967,-0.01197,-0.138334,2.87414
1968,-0.01196,-0.136747,2.86779
1969,-0.01195,-0.131986,2.86144
1970,-0.01194,-0.128812,2.8551
1971,-0.01193,-0.127225,2.84716
1972,-0.01192,-0.124051,2.83764
1973,-0.01191,-0.120877,2.8297
1974,-0.0119,-0.11929,2.82018
1975,-0.01189,-0.117703,2.81066
1976,-0.01188,-0.114528,2.79479
1977,-0.01187,-0.109767,2.78209
1978,-0.01186,-0.10818,2.76781
1979,-0.01185,-0.105006,2.75194
1980,-0.01184,-0.101832,2.73448
1981,-0.01183,-0.100245,2.71702
1982,-0.01182,-0.0970709,2.6948
1983,-0.01181,-0.0954839,2.66941
1984,-0.0118,-0.0923098,2.64561
1985,-0.01179,-0.0875486,2.61228
1986,-0.01178,-0.0843745,2.58371
1987,-0.01177,-0.0827875,2.5488
1988,-0.01176,-0.0796134,2.51071
1989,-0.01175,-0.0764393,2.46944
1990,-0.01174,-0.0748523,2.42501
1991,-0.01173,-0.0716782,2.37581
1992,-0.01172,-0.0700911,2.32185
1993,-0.01171,-0.066917,2.26472
1994,-0.0117,-0.0637429,2.20441
1995,-0.01169,-0.0605689,2.13616
1996,-0.01168,-0.0573948,2.05999
1997,-0.01167,-0.0558077,1.98222
1998,-0.01166,-0.0526336,1.90128
1999,-0.01165,-0.0510466,1.80765
2000,-0.01164,-0.0478725,1.70766
2001,-0.01163,-0.0446984,1.60609
2002,-0.01162,-0.0415243,1.495
2003,-0.01161,-0.0383502,1.38232
2004,-0.0116,-0.0351761,1.26329
2005,-0.01159,-0.0335891,1.13791
2006,-0.01158,-0.030415,1.00301
2007,-0.01157,-0.0272409,0.869701
2008,-0.01156,-0.0256538,0.728454
2009,-0.01155,-0.0193056,0.584033
2010,-0.01154,-0.0193056,0.436438
2011,-0.01153,-0.0161316,0.285668
2012,-0.01152,-0.0129575,0.134899
2013,-0.01151,-0.00978337,-0.0190446
2014,-0.0115,-0.00978337,-0.171401
2015,-0.01149,-0.00660928,-0.323757
2016,-0.01148,-0.00343518,-0.471353
2017,-0.01147,0.00132596,-0.620535
2018,-0.01146,0.00132596,-0.761782
2019,-0.01145,0.00608709,-0.899855
2020,-0.01144,0.00926119,-1.03634
2021,-0.01143,0.0108482,-1.16648
2022,-0.01142,0.0124353,-1.29186
2023,-0.01141,0.0156094,-1.41088
2024,-0.0114,0.0187835,-1.52674
2025,-0.01139,0.0203705,-1.63624
2026,-0.01138,0.0235446,-1.7394
2027,-0.01137,0.0283057,-1.83463
2028,-0.01136,0.0298928,-1.92667
2029,-0.01135,0.0330669,-2.00761
2030,-0.01134,0.0346539,-2.08855
2031,-0.01133,0.0394151,-2.15997
2032,-0.01132,0.0394151,-2.22663
2033,-0.01131,0.0425892,-2.28852
2034,-0.0113,0.0489373,-2.34565
2035,-0.01129,0.0489373,-2.39961
2036,-0.01128,0.0521114,-2.44405
2037,-0.01127,0.0568726,-2.49008
2038,-0.01126,0.0568726,-2.53134
2039,-0.01125,0.0600467,-2.56784
2040,-0.01124,0.0632208,-2.60276
2041,-0.01123,0.0663949,-2.6345
2042,-0.01122,0.0679819,-2.66148
2043,-0.01121,0.0743301,-2.69004
2044,-0.0112,0.0743301,-2.71226
2045,-0.01119,0.0775042,-2.73131
2046,-0.01118,0.0806783,-2.75194
2047,-0.01117,0.0822653,-2.7694
2048,-0.01116,0.0854394,-2.78685
2049,-0.01115,0.0886135,-2.79796
2050,-0.01114,0.0917876,-2.81225
2051,-0.01113,0.0917876,-2.82494
2052,-0.01112,0.0981358,-2.83605
2053,-0.01111,0.10131,-2.84557
2054,-0.0111,0.10131,-2.8551
2055,-0.01109,0.104484,-2.86462
2056,-0.01108,0.107658,-2.87097
2057,-0.01107,0.110832,-2.8789
2058,-0.01106,0.114006,-2.88208
2059,-0.01105,0.114006,-2.89001
2060,-0.01104,0.120354,-2.89477
2061,-0.01103,0.120354,-2.89953
2062,-0.01102,0.125116,-2.90588
2063,-0.01101,0.12829,-2.90747
2064,-0.011,0.12829,-2.91064
2065,-0.01099,0.133051,-2.91382
2066,-0.01098,0.134638,-2.91699
2067,-0.01097,0.137812,-2.92334
2068,-0.01096,0.140986,-2.92334
2069,-0.01095,0.14416,-2.9281
2070,-0.01094,0.147334,-2.9281
2071,-0.01093,0.148921,-2.93127
2072,-0.01092,0.152095,-2.93445
2073,-0.01091,0.155269,-2.93445
2074,-0.0109,0.158444,-2.93604
2075,-0.01089,0.158444,-2.93762
2076,-0.01088,0.164792,-2.93921
2077,-0.01087,0.167966,-2.9408
2078,-0.01086,0.167966,-2.94397
2079,-0.01085,0.172727,-2.94397
2080,-0.01084,0.172727,-2.94714
2081,-0.01083,0.177488,-2.94873
2082,-0.01082,0.180662,-2.94873
2083,-0.01081,0.180662,-2.94873
2084,-0.0108,0.18701,-2.95191
2085,-0.01079,0.188597,-2.95191
2086,-0.01078,0.191772,-2.95191
2087,-0.01077,0.193359,-2.95508
2088,-0.01076,0.196533,-2.95667
2089,-0.01075,0.19812,-2.95825
2090,-0.01074,0.201294,-2.95825
2091,-0.01073,0.204468,-2.95984
2092,-0.01072,0.206055,-2.95984
2093,-0.01071,0.210816,-2.96143
2094,-0.0107,0.21399,-2.96143
2095,-0.01069,0.217164,-2.96143
2096,-0.01068,0.217164,-2.96143
2097,-0.01067,0.220338,-2.9646
2098,-0.01066,0.223512,-2.96778
2099,-0.01065,0.226687,-2.96778
2100,-0.01064,0.228274,-2.96936
2101,-0.01063,0.233035,-2.96936
2102,-0.01062,0.234622,-2.97095
2103,-0.01061,0.237796,-2.97095
2104,-0.0106,0.24097,-2.97254
2105,-0.01059,0.244144,-2.97254
2106,-0.01058,0.247318,-2.97412
2107,-0.01057,0.248905,-2.97412
2108,-0.01056,0.253666,-2.97571
2109,-0.01055,0.255253,-2.9773
2110,-0.01054,0.258427,-2.9773
2111,-0.01053,0.260015,-2.97889
2112,-0.01052,0.263189,-2.97889
2113,-0.01051,0.266363,-2.98047
2114,-0.0105,0.26795,-2.98047
2115,-0.01049,0.271124,-2.98206
2116,-0.01048,0.272711,-2.98365
2117,-0.01047,0.277472,-2.98365
2118,-0.01046,0.280646,-2.98523
2119,-0.01045,0.282233,-2.98523
2120,-0.01044,0.285407,-2.98682
2121,-0.01043,0.288581,-2.98682
2122,-0.01042,0.290168,-2.99
2123,-0.01041,0.293342,-2.99
2124,-0.0104,0.29493,-2.99158
2125,-0.01039,0.299691,-2.99158
2126,-0.01038,0.301278,-2.99317
2127,-0.01037,0.304452,-2.99476
2128,-0.01036,0.307626,-2.99476
2129,-0.01035,0.309213,-2.99634
2130,-0.01034,0.312387,-2.99634
2131,-0.01033,0.315561,-2.99793
2132,-0.01032,0.317148,-2.99793
2133,-0.01031,0.323496,-2.99952
2134,-0.0103,0.323496,-2.99952
2135,-0.01029,0.32667,-3.0011
2136,-0.01028,0.329845,-3.0011
2137,-0.01027,0.331432,-3.0011
2138,-0.01026,0.331432,-3.0011
2139,-0.01025,0.328258,-3.0011
2140,-0.01024,0.325083,-2.99952
2141,-0.01023,0.325083,-2.99952
2142,-0.01022,0.318735,-2.99793
2143,-0.01021,0.315561,-2.99793
2144,-0.0102,0.315561,-2.99793
2145,-0.01019,0.3108,-2.99634
2146,-0.01018,0.309213,-2.99634
2147,-0.01017,0.306039,-2.99634
2148,-0.01016,0.302865,-2.99317
2149,-0.01015,0.301278,-2.99317
2150,-0.01014,0.296517,-2.99158
2151,-0.01013,0.29493,-2.99158
2152,-0.01012,0.291755,-2.99
2153,-0.01011,0.288581,-2.99
2154,-0.0101,0.286994,-2.98682
2155,-0.01009,0.28382,-2.98682
2156,-0.01008,0.282233,-2.98523
2157,-0.01007,0.279059,-2.98365
2158,-0.01006,0.277472,-2.98365
2159,-0.01005,0.272711,-2.98206
2160,-0.01004,0.269537,-2.98206
2161,-0.01003,0.26795,-2.98047
2162,-0.01002,0.264776,-2.98047
2163,-0.01001,0.263189,-2.97889
2164,-0.01,0.260015,-2.9773
2165,-0.00999,0.25684,-2.9773
2166,-0.00998,0.255253,-2.97571
2167,-0.00997,0.250492,-2.97571
2168,-0.00996,0.247318,-2.97412
2169,-0.00995,0.245731,-2.97412
2170,-0.00994,0.242557,-2.97254
2171,-0.00993,0.239383,-2.97254
2172,-0.00992,0.237796,-2.97095
2173,-0.00991,0.234622,-2.97095
2174,-0.0099,0.233035,-2.96936
2175,-0.00989,0.228274,-2.96778
2176,-0.00988,0.225099,-2.96778
2177,-0.00987,0.221925,-2.96778
2178,-0.00986,0.220338,-2.96302
2179,-0.00985,0.217164,-2.96302
2180,-0.00984,0.215577,-2.96302
2181,-0.00983,0.210816,-2.96143
2182,-0.00982,0.210816,-2.96143
2183,-0.00981,0.204468,-2.95984
2184,-0.0098,0.204468,-2.95825
2185,-0.00979,0.201294,-2.95825
2186,-0.00978,0.196533,-2.95508
2187,-0.00977,0.196533,-2.95508
2188,-0.00976,0.191772,-2.95508
2189,-0.00975,0.191772,-2.95349
2190,-0.00974,0.188597,-2.95191
2191,-0.00973,0.182249,-2.95191
2192,-0.00972,0.182249,-2.94873
2193,-0.00971,0.179075,-2.94873
2194,-0.0097,0.174314,-2.94873
2195,-0.00969,0.174314,-2.94714
2196,-0.00968,0.169553,-2.94556
2197,-0.00967,0.169553,-2.94397
2198,-0.00966,0.166379,-2.93921
2199,-0.00965,0.163205,-2.9408
2200,-0.00964,0.160031,-2.93762
2201,-0.00963,0.155269,-2.93604
2202,-0.00962,0.155269,-2.93445
2203,-0.00961,0.152095,-2.93286
2204,-0.0096,0.148921,-2.93127
2205,-0.00959,0.145747,-2.9281
2206,-0.00958,0.14416,-2.92651
2207,-0.00957,0.140986,-2.92334
2208,-0.00956,0.136225,-2.91858
2209,-0.00955,0.134638,-2.91858
2210,-0.00954,0.131464,-2.91382
2211,-0.00953,0.129877,-2.91064
2212,-0.00952,0.126703,-2.90747
2213,-0.00951,0.123529,-2.90429
2214,-0.0095,0.120354,-2.90112
2215,-0.00949,0.11718,-2.89319
2216,-0.00948,0.11718,-2.88842
2217,-0.00947,0.112419,-2.88208
2218,-0.00946,0.107658,-2.87732
2219,-0.00945,0.107658,-2.86938
2220,-0.00944,0.102897,-2.86303
2221,-0.00943,0.102897,-2.85351
2222,-0.00942,0.0997228,-2.84399
2223,-0.00941,0.0949617,-2.83446
2224,-0.0094,0.0949617,-2.82336
2225,-0.00939,0.0902006,-2.81066
2226,-0.00938,0.0870265,-2.79638
2227,-0.00937,0.0838524,-2.78368
2228,-0.00936,0.0822653,-2.76781
2229,-0.00935,0.0790912,-2.74876
2230,-0.00934,0.0759171,-2.73131
2231,-0.00933,0.0759171,-2.70909
2232,-0.00932,0.0695689,-2.68528
2233,-0.00931,0.0663949,-2.6583
2234,-0.0093,0.0663949,-2.63132
2235,-0.00929,0.0616337,-2.59958
2236,-0.00928,0.0616337,-2.56467
2237,-0.00927,0.0568726,-2.52499
2238,-0.00926,0.0552855,-2.48531
2239,-0.00925,0.0521114,-2.44246
2240,-0.00924,0.0489373,-2.39168
2241,-0.00923,0.0457633,-2.33772
2242,-0.00922,0.0425892,-2.28217
2243,-0.00921,0.0394151,-2.2171
2244,-0.0092,0.036241,-2.15203
2245,-0.00919,0.0346539,-2.07744
2246,-0.00918,0.0314798,-2.00127
2247,-0.00917,0.0314798,-1.91556
2248,-0.00916,0.0267187,-1.82669
2249,-0.00915,0.0219576,-1.72829
2250,-0.00914,0.0219576,-1.62514
2251,-0.00913,0.0171964,-1.51404
2252,-0.00912,0.0171964,-1.39977
2253,-0.00911,0.0124353,-1.28233
2254,-0.0091,0.00926119,-1.15378
2255,-0.00909,0.00926119,-1.02364
2256,-0.00908,0.00450005,-0.887159
2257,-0.00907,0.00132596,-0.749086
2258,-0.00906,-0.00184814,-0.604665
2259,-0.00905,-0.00343518,-0.457069
2260,-0.00904,-0.00660928,-0.307887
2261,-0.00903,-0.00978337,-0.153943
2262,-0.00902,-0.00978337,-0.00317409
2263,-0.00901,-0.0145445,0.152356
2264,-0.009,-0.0161316,0.303126
2265,-0.00899,-0.0193056,0.453895
2266,-0.00898,-0.0240668,0.599904
2267,-0.00897,-0.0256538,0.744325
2268,-0.00896,-0.0288279,0.883985
2269,-0.00895,-0.032002,1.02047
2270,-0.00894,-0.032002,1.14902
2271,-0.00893,-0.0367632,1.27599
2272,-0.00892,-0.0367632,1.3966
2273,-0.00891,-0.0415243,1.50928
2274,-0.0089,-0.0446984,1.6172
2275,-0.00889,-0.0478725,1.72195
2276,-0.00888,-0.0510466,1.82034
2277,-0.00887,-0.0542207,1.90763
2278,-0.00886,-0.0558077,1.99333
2279,-0.00885,-0.0589818,2.06951
2280,-0.00884,-0.0621559,2.1441
2281,-0.00883,-0.0621559,2.20917
2282,-0.00882,-0.066917,2.27265
2283,-0.00881,-0.0700911,2.32978
2284,-0.0088,-0.0732652,2.38057
2285,-0.00879,-0.0748523,2.42818
2286,-0.00878,-0.0780264,2.47421
2287,-0.00877,-0.0812005,2.51547
2288,-0.00876,-0.0827875,2.55197
2289,-0.00875,-0.0859616,2.58689
2290,-0.00874,-0.0875486,2.61863
2291,-0.00873,-0.0923098,2.64878
2292,-0.00872,-0.0954839,2.67259
2293,-0.00871,-0.0970709,2.69639
2294,-0.0087,-0.100245,2.71702
2295,-0.00869,-0.103419,2.73765
2296,-0.00868,-0.105006,2.75353
2297,-0.00867,-0.10818,2.7694
2298,-0.00866,-0.109767,2.78368
2299,-0.00865,-0.114528,2.79796
2300,-0.00864,-0.117703,2.80907
2301,-0.00863,-0.11929,2.82018
2302,-0.00862,-0.122464,2.83129
2303,-0.00861,-0.125638,2.84081
2304,-0.0086,-0.127225,2.84557
2305,-0.00859,-0.130399,2.85668
2306,-0.00858,-0.131986,2.86303
2307,-0.00857,-0.136747,2.86938
2308,-0.00856,-0.138334,2.87573
2309,-0.00855,-0.141508,2.88049
2310,-0.00854,-0.146269,2.88525
2311,-0.00853,-0.146269,2.88842
2312,-0.00852,-0.149443,2.8916
2313,-0.00851,-0.152618,2.89636
2314,-0.0085,-0.157379,2.89953
2315,-0.00849,-0.158966,2.90271
2316,-0.00848,-0.16214,2.90588
2317,-0.00847,-0.163727,2.90906
2318,-0.00846,-0.168488,2.91064
2319,-0.00845,-0.168488,2.9154
