;Scopy version,f4beeb1
;Exported on,Wednesday May 22/05/2024
;Device,M2K
;Nr of samples,8000
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
108,-0.03056,-0.0860715,2.86737
109,-0.03055,-0.0860715,2.83396
110,-0.03054,-0.0844845,2.83396
111,-0.03053,-0.0844845,2.83396
112,-0.03052,-0.0813104,2.83396
113,-0.03051,-0.0813104,2.85067
114,-0.0305,-0.0797234,2.81726
115,-0.03049,-0.0781363,2.81726
116,-0.03048,-0.0781363,2.81726
117,-0.03047,-0.0765493,2.80056
118,-0.03046,-0.0749622,2.80056
119,-0.03045,-0.0733752,2.81726
120,-0.03044,-0.0717881,2.78385
121,-0.03043,-0.0717881,2.80056
122,-0.03042,-0.0702011,2.76715
123,-0.03041,-0.067027,2.76715
124,-0.0304,-0.067027,2.75044
125,-0.03039,-0.067027,2.75044
126,-0.03038,-0.0638529,2.71704
127,-0.03037,-0.0622658,2.70033
128,-0.03036,-0.0606788,2.68363
129,-0.03035,-0.0590918,2.68363
130,-0.03034,-0.0559177,2.63352
131,-0.03033,-0.0559177,2.61681
132,-0.03032,-0.0543306,2.58341
133,-0.03031,-0.0543306,2.5667
134,-0.0303,-0.0527436,2.5333
135,-0.03029,-0.0495695,2.49989
136,-0.03028,-0.0495695,2.44978
137,-0.03027,-0.0479824,2.41637
138,-0.03026,-0.0463954,2.34956
139,-0.03025,-0.0463954,2.29944
140,-0.03024,-0.0416342,2.24933
141,-0.03023,-0.0400472,2.19922
142,-0.03022,-0.0400472,2.1157
143,-0.03021,-0.0384602,2.04889
144,-0.0302,-0.0384602,1.98207
145,-0.03019,-0.0352861,1.88185
146,-0.03018,-0.0352861,1.79833
147,-0.03017,-0.033699,1.69811
148,-0.03016,-0.0305249,1.58118
149,-0.03015,-0.0305249,1.48096
150,-0.03014,-0.0289379,1.36404
151,-0.03013,-0.0273508,1.26381
152,-0.03012,-0.0273508,1.14689
153,-0.03011,-0.0241767,1.01326
154,-0.0301,-0.0225897,0.879627
155,-0.03009,-0.0210026,0.745998
156,-0.03008,-0.0178285,0.595664
157,-0.03007,-0.0162415,0.445331
158,-0.03006,-0.0162415,0.294997
159,-0.03005,-0.0146545,0.144664
160,-0.03004,-0.0146545,-0.00566982
161,-0.03003,-0.0146545,-0.172707
162,-0.03002,-0.0114804,-0.323041
163,-0.03001,-0.0114804,-0.473374
164,-0.03,-0.00830627,-0.623708
165,-0.02999,-0.00671922,-0.774041
166,-0.02998,-0.00354513,-0.890967
167,-0.02997,-0.00354513,-1.0246
168,-0.02996,-0.000371037,-1.14152
169,-0.02995,-0.000371037,-1.27515
170,-0.02994,-0.000371037,-1.40878
171,-0.02993,0.00121601,-1.52571
172,-0.02992,0.0043901,-1.62593
173,-0.02991,0.00597715,-1.72615
174,-0.0299,0.00597715,-1.84308
175,-0.02989,0.00756419,-1.90989
176,-0.02988,0.00915124,-2.02682
177,-0.02987,0.00915124,-2.09364
178,-0.02986,0.0107383,-2.16045
179,-0.02985,0.0107383,-2.24397
180,-0.02984,0.0139124,-2.31078
181,-0.02983,0.0154994,-2.36089
182,-0.02982,0.0154994,-2.41101
183,-0.02981,0.0170865,-2.47782
184,-0.0298,0.0186735,-2.51123
185,-0.02979,0.0202606,-2.54464
186,-0.02978,0.0202606,-2.57804
187,-0.02977,0.0218476,-2.61145
188,-0.02976,0.0234347,-2.64486
189,-0.02975,0.0234347,-2.67827
190,-0.02974,0.0281958,-2.69497
191,-0.02973,0.0297828,-2.69497
192,-0.02972,0.0297828,-2.76178
193,-0.02971,0.0329569,-2.77849
194,-0.0297,0.0329569,-2.77849
195,-0.02969,0.0329569,-2.8119
196,-0.02968,0.036131,-2.8119
197,-0.02967,0.036131,-2.8286
198,-0.02966,0.0377181,-2.8286
199,-0.02965,0.0393051,-2.8286
200,-0.02964,0.0408922,-2.86201
201,-0.02963,0.0424792,-2.86201
202,-0.02962,0.0424792,-2.86201
203,-0.02961,0.0440663,-2.86201
204,-0.0296,0.0456533,-2.87871
205,-0.02959,0.0456533,-2.87871
206,-0.02958,0.0504144,-2.87871
207,-0.02957,0.0520015,-2.87871
208,-0.02956,0.0520015,-2.89541
209,-0.02955,0.0535885,-2.89541
210,-0.02954,0.0551756,-2.89541
211,-0.02953,0.0551756,-2.89541
212,-0.02952,0.0583497,-2.89541
213,-0.02951,0.0583497,-2.89541
214,-0.0295,0.0599367,-2.91212
215,-0.02949,0.0615238,-2.91212
216,-0.02948,0.0631108,-2.91212
217,-0.02947,0.0646979,-2.91212
218,-0.02946,0.0646979,-2.91212
219,-0.02945,0.0662849,-2.91212
220,-0.02944,0.069459,-2.91212
221,-0.02943,0.069459,-2.91212
222,-0.02942,0.0726331,-2.91212
223,-0.02941,0.0742201,-2.91212
224,-0.0294,0.0742201,-2.91212
225,-0.02939,0.0773942,-2.91212
226,-0.02938,0.0789813,-2.91212
227,-0.02937,0.0789813,-2.91212
228,-0.02936,0.0805683,-2.91212
229,-0.02935,0.0821554,-2.94552
230,-0.02934,0.0853295,-2.91212
231,-0.02933,0.0853295,-2.91212
232,-0.02932,0.0853295,-2.94552
233,-0.02931,0.0885036,-2.91212
234,-0.0293,0.0900906,-2.94552
235,-0.02929,0.0916777,-2.92882
236,-0.02928,0.0948517,-2.92882
237,-0.02927,0.0948517,-2.92882
238,-0.02926,0.0964388,-2.91212
239,-0.02925,0.0980258,-2.94552
240,-0.02924,0.0996129,-2.92882
241,-0.02923,0.102787,-2.92882
242,-0.02922,0.1012,-2.92882
243,-0.02921,0.104374,-2.92882
244,-0.0292,0.105961,-2.92882
245,-0.02919,0.107548,-2.94552
246,-0.02918,0.107548,-2.91212
247,-0.02917,0.110722,-2.92882
248,-0.02916,0.112309,-2.92882
249,-0.02915,0.113896,-2.92882
250,-0.02914,0.113896,-2.92882
251,-0.02913,0.118657,-2.92882
252,-0.02912,0.120244,-2.92882
253,-0.02911,0.121832,-2.94552
254,-0.0291,0.125006,-2.91212
255,-0.02909,0.125006,-2.92882
256,-0.02908,0.126593,-2.92882
257,-0.02907,0.12818,-2.92882
258,-0.02906,0.131354,-2.92882
259,-0.02905,0.132941,-2.92882
260,-0.02904,0.136115,-2.94552
261,-0.02903,0.137702,-2.91212
262,-0.02902,0.137702,-2.92882
263,-0.02901,0.137702,-2.92882
264,-0.029,0.140876,-2.92882
265,-0.02899,0.142463,-2.92882
266,-0.02898,0.14405,-2.92882
267,-0.02897,0.14405,-2.92882
268,-0.02896,0.145637,-2.92882
269,-0.02895,0.147224,-2.92882
270,-0.02894,0.147224,-2.92882
271,-0.02893,0.148811,-2.92882
272,-0.02892,0.151985,-2.92882
273,-0.02891,0.151985,-2.92882
274,-0.0289,0.151985,-2.92882
275,-0.02889,0.153572,-2.92882
276,-0.02888,0.156747,-2.92882
277,-0.02887,0.156747,-2.92882
278,-0.02886,0.156747,-2.92882
279,-0.02885,0.159921,-2.92882
280,-0.02884,0.159921,-2.92882
281,-0.02883,0.163095,-2.92882
282,-0.02882,0.164682,-2.92882
283,-0.02881,0.166269,-2.92882
284,-0.0288,0.166269,-2.92882
285,-0.02879,0.169443,-2.92882
286,-0.02878,0.166269,-2.92882
287,-0.02877,0.164682,-2.92882
288,-0.02876,0.164682,-2.94552
289,-0.02875,0.163095,-2.91212
290,-0.02874,0.159921,-2.92882
291,-0.02873,0.159921,-2.92882
292,-0.02872,0.159921,-2.92882
293,-0.02871,0.156747,-2.94552
294,-0.0287,0.15516,-2.91212
295,-0.02869,0.15516,-2.94552
296,-0.02868,0.15516,-2.92882
297,-0.02867,0.151985,-2.92882
298,-0.02866,0.150398,-2.92882
299,-0.02865,0.148811,-2.92882
300,-0.02864,0.147224,-2.92882
301,-0.02863,0.147224,-2.92882
302,-0.02862,0.147224,-2.92882
303,-0.02861,0.14405,-2.92882
304,-0.0286,0.142463,-2.94552
305,-0.02859,0.140876,-2.91212
306,-0.02858,0.140876,-2.94552
307,-0.02857,0.137702,-2.92882
308,-0.02856,0.136115,-2.92882
309,-0.02855,0.134528,-2.92882
310,-0.02854,0.132941,-2.92882
311,-0.02853,0.132941,-2.92882
312,-0.02852,0.131354,-2.92882
313,-0.02851,0.129767,-2.92882
314,-0.0285,0.12818,-2.92882
315,-0.02849,0.126593,-2.92882
316,-0.02848,0.126593,-2.92882
317,-0.02847,0.125006,-2.92882
318,-0.02846,0.123419,-2.92882
319,-0.02845,0.120244,-2.92882
320,-0.02844,0.120244,-2.91212
321,-0.02843,0.118657,-2.94552
322,-0.02842,0.118657,-2.92882
323,-0.02841,0.115483,-2.92882
324,-0.0284,0.115483,-2.92882
325,-0.02839,0.112309,-2.92882
326,-0.02838,0.110722,-2.92882
327,-0.02837,0.110722,-2.92882
328,-0.02836,0.109135,-2.92882
329,-0.02835,0.107548,-2.92882
330,-0.02834,0.104374,-2.92882
331,-0.02833,0.104374,-2.92882
332,-0.02832,0.104374,-2.91212
333,-0.02831,0.1012,-2.94552
334,-0.0283,0.1012,-2.94552
335,-0.02829,0.0980258,-2.91212
336,-0.02828,0.0980258,-2.92882
337,-0.02827,0.0980258,-2.92882
338,-0.02826,0.0964388,-2.94552
339,-0.02825,0.0948517,-2.91212
340,-0.02824,0.0916777,-2.91212
341,-0.02823,0.0900906,-2.91212
342,-0.02822,0.0869165,-2.92882
343,-0.02821,0.0869165,-2.91212
344,-0.0282,0.0869165,-2.91212
345,-0.02819,0.0853295,-2.91212
346,-0.02818,0.0837424,-2.91212
347,-0.02817,0.0821554,-2.91212
348,-0.02816,0.0789813,-2.91212
349,-0.02815,0.0789813,-2.91212
350,-0.02814,0.0773942,-2.91212
351,-0.02813,0.0773942,-2.91212
352,-0.02812,0.0758072,-2.91212
353,-0.02811,0.0742201,-2.91212
354,-0.0281,0.0726331,-2.91212
355,-0.02809,0.067872,-2.91212
356,-0.02808,0.067872,-2.91212
357,-0.02807,0.067872,-2.89541
358,-0.02806,0.0662849,-2.89541
359,-0.02805,0.0646979,-2.89541
360,-0.02804,0.0631108,-2.89541
361,-0.02803,0.0599367,-2.89541
362,-0.02802,0.0599367,-2.91212
363,-0.02801,0.0599367,-2.87871
364,-0.028,0.0583497,-2.87871
365,-0.02799,0.0567626,-2.87871
366,-0.02798,0.0535885,-2.87871
367,-0.02797,0.0551756,-2.86201
368,-0.02796,0.0535885,-2.87871
369,-0.02795,0.0520015,-2.8453
370,-0.02794,0.0472404,-2.86201
371,-0.02793,0.0472404,-2.8286
372,-0.02792,0.0456533,-2.8286
373,-0.02791,0.0456533,-2.8286
374,-0.0279,0.0440663,-2.79519
375,-0.02789,0.0408922,-2.79519
376,-0.02788,0.0408922,-2.77849
377,-0.02787,0.0393051,-2.76178
378,-0.02786,0.0377181,-2.74508
379,-0.02785,0.0377181,-2.72838
380,-0.02784,0.036131,-2.67827
381,-0.02783,0.034544,-2.66156
382,-0.02782,0.0313699,-2.62815
383,-0.02781,0.0313699,-2.59475
384,-0.0278,0.0313699,-2.56134
385,-0.02779,0.0297828,-2.52793
386,-0.02778,0.0266088,-2.49452
387,-0.02777,0.0266088,-2.42771
388,-0.02776,0.0218476,-2.3943
389,-0.02775,0.0218476,-2.31078
390,-0.02774,0.0202606,-2.27738
391,-0.02773,0.0186735,-2.19386
392,-0.02772,0.0186735,-2.12704
393,-0.02771,0.0170865,-2.06023
394,-0.0277,0.0154994,-1.96001
395,-0.02769,0.0139124,-1.87649
396,-0.02768,0.0123253,-1.79297
397,-0.02767,0.00915124,-1.67604
398,-0.02766,0.00915124,-1.59252
399,-0.02765,0.00915124,-1.44219
400,-0.02764,0.00756419,-1.34197
401,-0.02763,0.00597715,-1.22504
402,-0.02762,0.0043901,-1.09141
403,-0.02761,-0.000371037,-0.957782
404,-0.0276,-0.000371037,-0.807448
405,-0.02759,-0.00195808,-0.690522
406,-0.02758,-0.00354513,-0.540189
407,-0.02757,-0.00513218,-0.389855
408,-0.02756,-0.00513218,-0.239522
409,-0.02755,-0.00671922,-0.0891884
410,-0.02754,-0.00830627,0.0945525
411,-0.02753,-0.00989331,0.244886
412,-0.02752,-0.0114804,0.378516
413,-0.02751,-0.0130674,0.528849
414,-0.0275,-0.0130674,0.662479
415,-0.02749,-0.0162415,0.812813
416,-0.02748,-0.0162415,0.963146
417,-0.02747,-0.0178285,1.08007
418,-0.02746,-0.0210026,1.2137
419,-0.02745,-0.0210026,1.31392
420,-0.02744,-0.0225897,1.46426
421,-0.02743,-0.0257638,1.53107
422,-0.02742,-0.0257638,1.63129
423,-0.02741,-0.0257638,1.76492
424,-0.0274,-0.0289379,1.84844
425,-0.02739,-0.0289379,1.93196
426,-0.02738,-0.0289379,2.01548
427,-0.02737,-0.032112,2.099
428,-0.02736,-0.032112,2.14911
429,-0.02735,-0.032112,2.23263
430,-0.02734,-0.033699,2.28274
431,-0.02733,-0.0368731,2.33285
432,-0.02732,-0.0368731,2.36626
433,-0.02731,-0.0368731,2.44978
434,-0.0273,-0.0400472,2.48318
435,-0.02729,-0.0400472,2.51659
436,-0.02728,-0.0400472,2.55
437,-0.02727,-0.0416342,2.58341
438,-0.02726,-0.0463954,2.58341
439,-0.02725,-0.0479824,2.61681
440,-0.02724,-0.0479824,2.66693
441,-0.02723,-0.0495695,2.68363
442,-0.02722,-0.0495695,2.70033
443,-0.02721,-0.0527436,2.71704
444,-0.0272,-0.0543306,2.73374
445,-0.02719,-0.0543306,2.75044
446,-0.02718,-0.0543306,2.76715
447,-0.02717,-0.0543306,2.78385
448,-0.02716,-0.0559177,2.78385
449,-0.02715,-0.0575047,2.78385
450,-0.02714,-0.0606788,2.78385
451,-0.02713,-0.0622658,2.80056
452,-0.02712,-0.0622658,2.80056
453,-0.02711,-0.0622658,2.80056
454,-0.0271,-0.067027,2.83396
455,-0.02709,-0.068614,2.81726
456,-0.02708,-0.068614,2.81726
457,-0.02707,-0.0702011,2.85067
458,-0.02706,-0.0717881,2.83396
459,-0.02705,-0.0733752,2.83396
460,-0.02704,-0.0733752,2.83396
461,-0.02703,-0.0733752,2.83396
462,-0.02702,-0.0765493,2.83396
463,-0.02701,-0.0781363,2.83396
464,-0.027,-0.0797234,2.85067
465,-0.02699,-0.0797234,2.85067
466,-0.02698,-0.0813104,2.83396
467,-0.02697,-0.0828974,2.86737
468,-0.02696,-0.0828974,2.85067
469,-0.02695,-0.0860715,2.85067
470,-0.02694,-0.0860715,2.85067
471,-0.02693,-0.0892456,2.85067
472,-0.02692,-0.0908327,2.85067
473,-0.02691,-0.0908327,2.85067
474,-0.0269,-0.0940068,2.85067
475,-0.02689,-0.0940068,2.85067
476,-0.02688,-0.0955938,2.85067
477,-0.02687,-0.0971809,2.85067
478,-0.02686,-0.0971809,2.85067
479,-0.02685,-0.100355,2.85067
480,-0.02684,-0.101942,2.85067
481,-0.02683,-0.103529,2.85067
482,-0.02682,-0.103529,2.85067
483,-0.02681,-0.105116,2.85067
484,-0.0268,-0.106703,2.85067
485,-0.02679,-0.106703,2.88407
486,-0.02678,-0.10829,2.88407
487,-0.02677,-0.111464,2.85067
488,-0.02676,-0.113051,2.85067
489,-0.02675,-0.113051,2.85067
490,-0.02674,-0.116225,2.86737
491,-0.02673,-0.116225,2.88407
492,-0.02672,-0.116225,2.86737
493,-0.02671,-0.1194,2.88407
494,-0.0267,-0.120987,2.85067
495,-0.02669,-0.122574,2.85067
496,-0.02668,-0.122574,2.85067
497,-0.02667,-0.122574,2.88407
498,-0.02666,-0.125748,2.85067
499,-0.02665,-0.127335,2.85067
500,-0.02664,-0.127335,2.88407
501,-0.02663,-0.130509,2.86737
502,-0.02662,-0.130509,2.86737
503,-0.02661,-0.132096,2.86737
504,-0.0266,-0.132096,2.86737
505,-0.02659,-0.13527,2.86737
506,-0.02658,-0.136857,2.86737
507,-0.02657,-0.138444,2.86737
508,-0.02656,-0.138444,2.86737
509,-0.02655,-0.141618,2.86737
510,-0.02654,-0.141618,2.86737
511,-0.02653,-0.141618,2.86737
512,-0.02652,-0.144792,2.86737
513,-0.02651,-0.146379,2.86737
514,-0.0265,-0.147966,2.86737
515,-0.02649,-0.147966,2.88407
516,-0.02648,-0.147966,2.86737
517,-0.02647,-0.15114,2.85067
518,-0.02646,-0.152727,2.86737
519,-0.02645,-0.152727,2.85067
520,-0.02644,-0.152727,2.86737
521,-0.02643,-0.157489,2.86737
522,-0.02642,-0.157489,2.86737
523,-0.02641,-0.157489,2.86737
524,-0.0264,-0.160663,2.86737
525,-0.02639,-0.16225,2.86737
526,-0.02638,-0.163837,2.86737
527,-0.02637,-0.165424,2.88407
528,-0.02636,-0.167011,2.85067
529,-0.02635,-0.167011,2.86737
530,-0.02634,-0.167011,2.86737
531,-0.02633,-0.170185,2.86737
532,-0.02632,-0.171772,2.86737
533,-0.02631,-0.171772,2.88407
534,-0.0263,-0.173359,2.85067
535,-0.02629,-0.173359,2.86737
536,-0.02628,-0.173359,2.86737
537,-0.02627,-0.170185,2.86737
538,-0.02626,-0.170185,2.86737
539,-0.02625,-0.170185,2.86737
540,-0.02624,-0.168598,2.86737
541,-0.02623,-0.167011,2.86737
542,-0.02622,-0.163837,2.86737
543,-0.02621,-0.163837,2.86737
544,-0.0262,-0.163837,2.86737
545,-0.02619,-0.16225,2.86737
546,-0.02618,-0.160663,2.86737
547,-0.02617,-0.159076,2.86737
548,-0.02616,-0.154315,2.86737
549,-0.02615,-0.154315,2.86737
550,-0.02614,-0.152727,2.86737
551,-0.02613,-0.15114,2.86737
552,-0.02612,-0.15114,2.86737
553,-0.02611,-0.149553,2.86737
554,-0.0261,-0.147966,2.86737
555,-0.02609,-0.144792,2.86737
556,-0.02608,-0.146379,2.86737
557,-0.02607,-0.144792,2.88407
558,-0.02606,-0.143205,2.85067
559,-0.02605,-0.140031,2.88407
560,-0.02604,-0.140031,2.85067
561,-0.02603,-0.138444,2.86737
562,-0.02602,-0.138444,2.86737
563,-0.02601,-0.136857,2.86737
564,-0.026,-0.132096,2.88407
565,-0.02599,-0.13527,2.85067
566,-0.02598,-0.132096,2.86737
567,-0.02597,-0.130509,2.86737
568,-0.02596,-0.127335,2.86737
569,-0.02595,-0.127335,2.88407
570,-0.02594,-0.125748,2.85067
571,-0.02593,-0.124161,2.88407
572,-0.02592,-0.124161,2.86737
573,-0.02591,-0.122574,2.85067
574,-0.0259,-0.120987,2.85067
575,-0.02589,-0.1194,2.86737
576,-0.02588,-0.117812,2.88407
577,-0.02587,-0.117812,2.86737
578,-0.02586,-0.116225,2.85067
579,-0.02585,-0.113051,2.86737
580,-0.02584,-0.113051,2.85067
581,-0.02583,-0.113051,2.86737
582,-0.02582,-0.111464,2.88407
583,-0.02581,-0.106703,2.86737
584,-0.0258,-0.106703,2.85067
585,-0.02579,-0.105116,2.86737
586,-0.02578,-0.105116,2.88407
587,-0.02577,-0.103529,2.85067
588,-0.02576,-0.100355,2.88407
589,-0.02575,-0.100355,2.85067
590,-0.02574,-0.0987679,2.85067
591,-0.02573,-0.0987679,2.85067
592,-0.02572,-0.0971809,2.85067
593,-0.02571,-0.0955938,2.85067
594,-0.0257,-0.0940068,2.85067
595,-0.02569,-0.0908327,2.85067
596,-0.02568,-0.0908327,2.85067
597,-0.02567,-0.0892456,2.85067
598,-0.02566,-0.0892456,2.85067
599,-0.02565,-0.0844845,2.85067
600,-0.02564,-0.0844845,2.85067
601,-0.02563,-0.0828974,2.85067
602,-0.02562,-0.0813104,2.85067
603,-0.02561,-0.0797234,2.85067
604,-0.0256,-0.0781363,2.85067
605,-0.02559,-0.0781363,2.86737
606,-0.02558,-0.0765493,2.83396
607,-0.02557,-0.0749622,2.83396
608,-0.02556,-0.0749622,2.83396
609,-0.02555,-0.0733752,2.83396
610,-0.02554,-0.0702011,2.83396
611,-0.02553,-0.0702011,2.83396
612,-0.02552,-0.068614,2.83396
613,-0.02551,-0.067027,2.83396
614,-0.0255,-0.067027,2.81726
615,-0.02549,-0.0638529,2.81726
616,-0.02548,-0.0638529,2.81726
617,-0.02547,-0.0622658,2.80056
618,-0.02546,-0.0606788,2.80056
619,-0.02545,-0.0575047,2.80056
620,-0.02544,-0.0575047,2.80056
621,-0.02543,-0.0559177,2.76715
622,-0.02542,-0.0543306,2.78385
623,-0.02541,-0.0543306,2.75044
624,-0.0254,-0.0527436,2.75044
625,-0.02539,-0.0511565,2.73374
626,-0.02538,-0.0479824,2.73374
627,-0.02537,-0.0479824,2.70033
628,-0.02536,-0.0479824,2.68363
629,-0.02535,-0.0448083,2.66693
630,-0.02534,-0.0463954,2.63352
631,-0.02533,-0.0416342,2.61681
632,-0.02532,-0.0400472,2.5667
633,-0.02531,-0.0384602,2.5667
634,-0.0253,-0.0384602,2.5333
635,-0.02529,-0.0384602,2.49989
636,-0.02528,-0.0352861,2.44978
637,-0.02527,-0.033699,2.41637
638,-0.02526,-0.033699,2.34956
639,-0.02525,-0.032112,2.29944
640,-0.02524,-0.0305249,2.24933
641,-0.02523,-0.0305249,2.19922
642,-0.02522,-0.0273508,2.1157
643,-0.02521,-0.0257638,2.04889
644,-0.0252,-0.0257638,1.98207
645,-0.02519,-0.0241767,1.88185
646,-0.02518,-0.0225897,1.79833
647,-0.02517,-0.0225897,1.69811
648,-0.02516,-0.0178285,1.58118
649,-0.02515,-0.0162415,1.48096
650,-0.02514,-0.0146545,1.36404
651,-0.02513,-0.0146545,1.26381
652,-0.02512,-0.0114804,1.13018
653,-0.02511,-0.00989331,1.01326
654,-0.0251,-0.00830627,0.879627
655,-0.02509,-0.00830627,0.745998
656,-0.02508,-0.00671922,0.595664
657,-0.02507,-0.00671922,0.445331
658,-0.02506,-0.00354513,0.311701
659,-0.02505,-0.00195808,0.12796
660,-0.02504,-0.000371037,0.0110339
661,-0.02503,-0.000371037,-0.172707
662,-0.02502,-0.000371037,-0.323041
663,-0.02501,0.00121601,-0.473374
664,-0.025,0.0043901,-0.623708
665,-0.02499,0.0043901,-0.774041
666,-0.02498,0.00756419,-0.907671
667,-0.02497,0.0107383,-0.991189
668,-0.02496,0.0123253,-1.14152
669,-0.02495,0.0123253,-1.29186
670,-0.02494,0.0107383,-1.40878
671,-0.02493,0.0139124,-1.52571
672,-0.02492,0.0139124,-1.62593
673,-0.02491,0.0139124,-1.75956
674,-0.0249,0.0186735,-1.82638
675,-0.02489,0.0186735,-1.9266
676,-0.02488,0.0202606,-2.01012
677,-0.02487,0.0202606,-2.09364
678,-0.02486,0.0218476,-2.16045
679,-0.02485,0.0218476,-2.24397
680,-0.02484,0.0234347,-2.31078
681,-0.02483,0.0234347,-2.36089
682,-0.02482,0.0281958,-2.41101
683,-0.02481,0.0297828,-2.47782
684,-0.0248,0.0297828,-2.51123
685,-0.02479,0.0313699,-2.56134
686,-0.02478,0.0313699,-2.57804
687,-0.02477,0.034544,-2.61145
688,-0.02476,0.034544,-2.64486
689,-0.02475,0.036131,-2.66156
690,-0.02474,0.0393051,-2.69497
691,-0.02473,0.0377181,-2.72838
692,-0.02472,0.0408922,-2.74508
693,-0.02471,0.0408922,-2.76178
694,-0.0247,0.0424792,-2.77849
695,-0.02469,0.0424792,-2.8119
696,-0.02468,0.0456533,-2.8119
697,-0.02467,0.0456533,-2.8286
698,-0.02466,0.0456533,-2.8286
699,-0.02465,0.0520015,-2.8453
700,-0.02464,0.0504144,-2.8453
701,-0.02463,0.0535885,-2.86201
702,-0.02462,0.0535885,-2.86201
703,-0.02461,0.0535885,-2.86201
704,-0.0246,0.0567626,-2.89541
