;Scopy version,f4beeb1
;Exported on,Wednesday May 22/05/2024
;Device,M2K
;Nr of samples,8000
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
2109,-0.01055,-0.0765493,2.83396
2110,-0.01054,-0.0733752,2.83396
2111,-0.01053,-0.0733752,2.83396
2112,-0.01052,-0.0717881,2.83396
2113,-0.01051,-0.0702011,2.83396
2114,-0.0105,-0.067027,2.83396
2115,-0.01049,-0.068614,2.81726
2116,-0.01048,-0.0638529,2.83396
2117,-0.01047,-0.0638529,2.80056
2118,-0.01046,-0.0622658,2.81726
2119,-0.01045,-0.0622658,2.78385
2120,-0.01044,-0.0606788,2.80056
2121,-0.01043,-0.0590918,2.76715
2122,-0.01042,-0.0559177,2.78385
2123,-0.01041,-0.0559177,2.75044
2124,-0.0104,-0.0543306,2.75044
2125,-0.01039,-0.0543306,2.75044
2126,-0.01038,-0.0511565,2.71704
2127,-0.01037,-0.0511565,2.71704
2128,-0.01036,-0.0495695,2.68363
2129,-0.01035,-0.0463954,2.68363
2130,-0.01034,-0.0463954,2.61681
2131,-0.01033,-0.0448083,2.61681
2132,-0.01032,-0.0448083,2.60011
2133,-0.01031,-0.0400472,2.5667
2134,-0.0103,-0.0384602,2.5333
2135,-0.01029,-0.0384602,2.49989
2136,-0.01028,-0.0368731,2.46648
2137,-0.01027,-0.0352861,2.38296
2138,-0.01026,-0.0352861,2.34956
2139,-0.01025,-0.032112,2.29944
2140,-0.01024,-0.0305249,2.24933
2141,-0.01023,-0.0289379,2.19922
2142,-0.01022,-0.0289379,2.1157
2143,-0.01021,-0.0273508,2.04889
2144,-0.0102,-0.0257638,1.98207
2145,-0.01019,-0.0257638,1.88185
2146,-0.01018,-0.0225897,1.79833
2147,-0.01017,-0.0210026,1.69811
2148,-0.01016,-0.0210026,1.58118
2149,-0.01015,-0.0178285,1.48096
2150,-0.01014,-0.0162415,1.36404
2151,-0.01013,-0.0162415,1.28052
2152,-0.01012,-0.0130674,1.13018
2153,-0.01011,-0.0114804,0.996553
2154,-0.0101,-0.00989331,0.879627
2155,-0.01009,-0.00830627,0.745998
2156,-0.01008,-0.00830627,0.595664
2157,-0.01007,-0.00671922,0.445331
2158,-0.01006,-0.00513218,0.311701
2159,-0.01005,-0.00354513,0.12796
2160,-0.01004,-0.00195808,-0.00566982
2161,-0.01003,-0.00195808,-0.156003
2162,-0.01002,-0.000371037,-0.339744
2163,-0.01001,-0.000371037,-0.473374
2164,-0.01,0.0043901,-0.623708
2165,-0.00999,0.00597715,-0.774041
2166,-0.00998,0.00756419,-0.907671
2167,-0.00997,0.00597715,-1.0413
2168,-0.00996,0.0123253,-1.14152
2169,-0.00995,0.0139124,-1.27515
2170,-0.00994,0.0139124,-1.39208
2171,-0.00993,0.0139124,-1.54241
2172,-0.00992,0.0139124,-1.62593
2173,-0.00991,0.0139124,-1.75956
2174,-0.0099,0.0186735,-1.82638
2175,-0.00989,0.0186735,-1.9266
2176,-0.00988,0.0186735,-2.01012
2177,-0.00987,0.0218476,-2.09364
2178,-0.00986,0.0202606,-2.16045
2179,-0.00985,0.0234347,-2.24397
2180,-0.00984,0.0266088,-2.31078
2181,-0.00983,0.0281958,-2.36089
2182,-0.00982,0.0281958,-2.41101
2183,-0.00981,0.0281958,-2.47782
2184,-0.0098,0.0313699,-2.49452
2185,-0.00979,0.0313699,-2.56134
2186,-0.00978,0.0313699,-2.59475
2187,-0.00977,0.036131,-2.59475
2188,-0.00976,0.036131,-2.64486
2189,-0.00975,0.036131,-2.67827
2190,-0.00974,0.0377181,-2.67827
2191,-0.00973,0.0377181,-2.72838
2192,-0.00972,0.0408922,-2.74508
2193,-0.00971,0.0424792,-2.77849
2194,-0.0097,0.0440663,-2.77849
2195,-0.00969,0.0456533,-2.8119
2196,-0.00968,0.0440663,-2.8119
2197,-0.00967,0.0472404,-2.8286
2198,-0.00966,0.0504144,-2.8286
2199,-0.00965,0.0504144,-2.8453
2200,-0.00964,0.0520015,-2.8453
2201,-0.00963,0.0535885,-2.8453
2202,-0.00962,0.0535885,-2.87871
2203,-0.00961,0.0567626,-2.86201
2204,-0.0096,0.0567626,-2.87871
2205,-0.00959,0.0567626,-2.87871
2206,-0.00958,0.0599367,-2.87871
2207,-0.00957,0.0615238,-2.87871
2208,-0.00956,0.0631108,-2.91212
2209,-0.00955,0.0646979,-2.89541
2210,-0.00954,0.0646979,-2.89541
2211,-0.00953,0.0662849,-2.89541
2212,-0.00952,0.067872,-2.89541
2213,-0.00951,0.067872,-2.92882
2214,-0.0095,0.069459,-2.91212
2215,-0.00949,0.0726331,-2.91212
2216,-0.00948,0.0742201,-2.91212
2217,-0.00947,0.0758072,-2.91212
2218,-0.00946,0.0773942,-2.91212
2219,-0.00945,0.0773942,-2.91212
2220,-0.00944,0.0805683,-2.91212
2221,-0.00943,0.0805683,-2.91212
2222,-0.00942,0.0837424,-2.91212
2223,-0.00941,0.0837424,-2.91212
2224,-0.0094,0.0869165,-2.91212
2225,-0.00939,0.0853295,-2.91212
2226,-0.00938,0.0885036,-2.91212
2227,-0.00937,0.0900906,-2.91212
2228,-0.00936,0.0900906,-2.94552
2229,-0.00935,0.0900906,-2.94552
2230,-0.00934,0.0948517,-2.91212
2231,-0.00933,0.0964388,-2.91212
2232,-0.00932,0.0980258,-2.92882
2233,-0.00931,0.0980258,-2.92882
2234,-0.0093,0.0996129,-2.92882
2235,-0.00929,0.102787,-2.92882
2236,-0.00928,0.1012,-2.92882
2237,-0.00927,0.104374,-2.92882
2238,-0.00926,0.105961,-2.92882
2239,-0.00925,0.105961,-2.92882
2240,-0.00924,0.105961,-2.92882
2241,-0.00923,0.109135,-2.92882
2242,-0.00922,0.110722,-2.92882
2243,-0.00921,0.112309,-2.92882
2244,-0.0092,0.112309,-2.92882
2245,-0.00919,0.113896,-2.92882
2246,-0.00918,0.115483,-2.92882
2247,-0.00917,0.118657,-2.92882
2248,-0.00916,0.120244,-2.92882
2249,-0.00915,0.120244,-2.92882
2250,-0.00914,0.120244,-2.92882
2251,-0.00913,0.123419,-2.92882
2252,-0.00912,0.125006,-2.92882
2253,-0.00911,0.126593,-2.92882
2254,-0.0091,0.12818,-2.92882
2255,-0.00909,0.12818,-2.92882
2256,-0.00908,0.129767,-2.92882
2257,-0.00907,0.131354,-2.92882
2258,-0.00906,0.132941,-2.92882
2259,-0.00905,0.134528,-2.92882
2260,-0.00904,0.134528,-2.92882
2261,-0.00903,0.136115,-2.92882
2262,-0.00902,0.137702,-2.92882
2263,-0.00901,0.140876,-2.92882
2264,-0.009,0.142463,-2.92882
2265,-0.00899,0.14405,-2.94552
2266,-0.00898,0.14405,-2.91212
2267,-0.00897,0.145637,-2.94552
2268,-0.00896,0.147224,-2.92882
2269,-0.00895,0.148811,-2.92882
2270,-0.00894,0.148811,-2.92882
2271,-0.00893,0.150398,-2.92882
2272,-0.00892,0.153572,-2.92882
2273,-0.00891,0.153572,-2.91212
2274,-0.0089,0.15516,-2.94552
2275,-0.00889,0.15516,-2.92882
2276,-0.00888,0.156747,-2.92882
2277,-0.00887,0.156747,-2.92882
2278,-0.00886,0.159921,-2.92882
2279,-0.00885,0.163095,-2.91212
2280,-0.00884,0.164682,-2.94552
2281,-0.00883,0.164682,-2.92882
2282,-0.00882,0.167856,-2.92882
2283,-0.00881,0.167856,-2.94552
2284,-0.0088,0.167856,-2.89541
2285,-0.00879,0.167856,-2.92882
2286,-0.00878,0.167856,-2.94552
2287,-0.00877,0.167856,-2.92882
2288,-0.00876,0.164682,-2.92882
2289,-0.00875,0.164682,-2.94552
2290,-0.00874,0.163095,-2.91212
2291,-0.00873,0.163095,-2.92882
2292,-0.00872,0.163095,-2.92882
2293,-0.00871,0.158334,-2.92882
2294,-0.0087,0.156747,-2.92882
2295,-0.00869,0.15516,-2.92882
2296,-0.00868,0.151985,-2.92882
2297,-0.00867,0.151985,-2.92882
2298,-0.00866,0.150398,-2.92882
2299,-0.00865,0.148811,-2.92882
2300,-0.00864,0.148811,-2.92882
2301,-0.00863,0.148811,-2.92882
2302,-0.00862,0.145637,-2.92882
2303,-0.00861,0.145637,-2.92882
2304,-0.0086,0.145637,-2.92882
2305,-0.00859,0.142463,-2.92882
2306,-0.00858,0.140876,-2.92882
2307,-0.00857,0.137702,-2.92882
2308,-0.00856,0.136115,-2.91212
2309,-0.00855,0.134528,-2.94552
2310,-0.00854,0.132941,-2.92882
2311,-0.00853,0.132941,-2.92882
2312,-0.00852,0.131354,-2.92882
2313,-0.00851,0.129767,-2.92882
2314,-0.0085,0.12818,-2.94552
2315,-0.00849,0.12818,-2.91212
2316,-0.00848,0.126593,-2.92882
2317,-0.00847,0.125006,-2.92882
2318,-0.00846,0.123419,-2.92882
2319,-0.00845,0.121832,-2.92882
2320,-0.00844,0.121832,-2.92882
2321,-0.00843,0.120244,-2.92882
2322,-0.00842,0.118657,-2.92882
2323,-0.00841,0.113896,-2.92882
2324,-0.0084,0.113896,-2.92882
2325,-0.00839,0.113896,-2.91212
2326,-0.00838,0.112309,-2.94552
2327,-0.00837,0.110722,-2.92882
2328,-0.00836,0.109135,-2.94552
2329,-0.00835,0.107548,-2.89541
2330,-0.00834,0.104374,-2.92882
2331,-0.00833,0.104374,-2.91212
2332,-0.00832,0.104374,-2.91212
2333,-0.00831,0.1012,-2.91212
2334,-0.0083,0.1012,-2.94552
2335,-0.00829,0.0996129,-2.92882
2336,-0.00828,0.0980258,-2.92882
2337,-0.00827,0.0948517,-2.94552
2338,-0.00826,0.0948517,-2.91212
2339,-0.00825,0.0948517,-2.91212
2340,-0.00824,0.0916777,-2.91212
2341,-0.00823,0.0900906,-2.91212
2342,-0.00822,0.0885036,-2.92882
2343,-0.00821,0.0853295,-2.91212
2344,-0.0082,0.0853295,-2.91212
2345,-0.00819,0.0853295,-2.91212
2346,-0.00818,0.0837424,-2.91212
2347,-0.00817,0.0805683,-2.91212
2348,-0.00816,0.0805683,-2.91212
2349,-0.00815,0.0789813,-2.91212
2350,-0.00814,0.0773942,-2.91212
2351,-0.00813,0.0773942,-2.91212
2352,-0.00812,0.0758072,-2.91212
2353,-0.00811,0.0726331,-2.91212
2354,-0.0081,0.0726331,-2.91212
2355,-0.00809,0.0726331,-2.92882
2356,-0.00808,0.069459,-2.89541
2357,-0.00807,0.0662849,-2.89541
2358,-0.00806,0.0662849,-2.89541
2359,-0.00805,0.0646979,-2.89541
2360,-0.00804,0.0646979,-2.89541
2361,-0.00803,0.0631108,-2.89541
2362,-0.00802,0.0599367,-2.91212
2363,-0.00801,0.0599367,-2.87871
2364,-0.008,0.0583497,-2.87871
2365,-0.00799,0.0583497,-2.87871
2366,-0.00798,0.0567626,-2.87871
2367,-0.00797,0.0535885,-2.86201
2368,-0.00796,0.0535885,-2.87871
2369,-0.00795,0.0520015,-2.8453
2370,-0.00794,0.0504144,-2.86201
2371,-0.00793,0.0504144,-2.8286
2372,-0.00792,0.0472404,-2.8453
2373,-0.00791,0.0440663,-2.8119
2374,-0.0079,0.0440663,-2.8119
2375,-0.00789,0.0440663,-2.77849
2376,-0.00788,0.0424792,-2.77849
2377,-0.00787,0.0393051,-2.76178
2378,-0.00786,0.0408922,-2.74508
2379,-0.00785,0.0377181,-2.72838
2380,-0.00784,0.034544,-2.67827
2381,-0.00783,0.034544,-2.66156
2382,-0.00782,0.034544,-2.62815
2383,-0.00781,0.0313699,-2.59475
2384,-0.0078,0.0313699,-2.56134
2385,-0.00779,0.0297828,-2.52793
2386,-0.00778,0.0281958,-2.49452
2387,-0.00777,0.0281958,-2.42771
2388,-0.00776,0.0266088,-2.3776
2389,-0.00775,0.0234347,-2.34419
2390,-0.00774,0.0202606,-2.27738
2391,-0.00773,0.0202606,-2.19386
2392,-0.00772,0.0186735,-2.12704
2393,-0.00771,0.0186735,-2.04352
2394,-0.0077,0.0170865,-1.96001
2395,-0.00769,0.0139124,-1.87649
2396,-0.00768,0.0139124,-1.77626
2397,-0.00767,0.0123253,-1.69275
2398,-0.00766,0.0107383,-1.57582
2399,-0.00765,0.00915124,-1.45889
2400,-0.00764,0.00915124,-1.35867
2401,-0.00763,0.00756419,-1.20834
2402,-0.00762,0.00597715,-1.09141
2403,-0.00761,0.00121601,-0.957782
2404,-0.0076,0.00121601,-0.824152
2405,-0.00759,0.00121601,-0.673819
2406,-0.00758,-0.00195808,-0.540189
2407,-0.00757,-0.00354513,-0.389855
2408,-0.00756,-0.00354513,-0.239522
2409,-0.00755,-0.00513218,-0.0891884
2410,-0.00754,-0.00671922,0.0945525
2411,-0.00753,-0.00830627,0.244886
2412,-0.00752,-0.00830627,0.378516
2413,-0.00751,-0.00989331,0.528849
2414,-0.0075,-0.0130674,0.662479
2415,-0.00749,-0.0130674,0.812813
2416,-0.00748,-0.0146545,0.963146
2417,-0.00747,-0.0162415,1.08007
2418,-0.00746,-0.0162415,1.2137
2419,-0.00745,-0.0210026,1.31392
2420,-0.00744,-0.0210026,1.46426
2421,-0.00743,-0.0225897,1.54778
2422,-0.00742,-0.0241767,1.648
2423,-0.00741,-0.0257638,1.76492
2424,-0.0074,-0.0257638,1.84844
2425,-0.00739,-0.0289379,1.93196
2426,-0.00738,-0.0289379,2.01548
2427,-0.00737,-0.0289379,2.0823
2428,-0.00736,-0.0305249,2.14911
2429,-0.00735,-0.032112,2.23263
2430,-0.00734,-0.033699,2.29944
2431,-0.00733,-0.033699,2.33285
2432,-0.00732,-0.0368731,2.36626
2433,-0.00731,-0.0368731,2.44978
2434,-0.0073,-0.0368731,2.48318
2435,-0.00729,-0.0384602,2.51659
2436,-0.00728,-0.0416342,2.55
2437,-0.00727,-0.0416342,2.58341
2438,-0.00726,-0.0448083,2.60011
2439,-0.00725,-0.0448083,2.63352
2440,-0.00724,-0.0479824,2.66693
2441,-0.00723,-0.0479824,2.68363
2442,-0.00722,-0.0495695,2.70033
2443,-0.00721,-0.0495695,2.71704
2444,-0.0072,-0.0527436,2.73374
2445,-0.00719,-0.0543306,2.73374
2446,-0.00718,-0.0543306,2.75044
2447,-0.00717,-0.0543306,2.78385
2448,-0.00716,-0.0559177,2.78385
2449,-0.00715,-0.0559177,2.78385
2450,-0.00714,-0.0590918,2.78385
2451,-0.00713,-0.0606788,2.80056
2452,-0.00712,-0.0606788,2.80056
2453,-0.00711,-0.0638529,2.80056
2454,-0.0071,-0.0638529,2.83396
2455,-0.00709,-0.067027,2.81726
2456,-0.00708,-0.067027,2.81726
2457,-0.00707,-0.0702011,2.83396
2458,-0.00706,-0.0717881,2.85067
2459,-0.00705,-0.0717881,2.83396
2460,-0.00704,-0.0717881,2.83396
2461,-0.00703,-0.0749622,2.83396
2462,-0.00702,-0.0749622,2.85067
2463,-0.00701,-0.0765493,2.85067
2464,-0.007,-0.0781363,2.83396
2465,-0.00699,-0.0781363,2.86737
2466,-0.00698,-0.0813104,2.85067
2467,-0.00697,-0.0813104,2.85067
2468,-0.00696,-0.0844845,2.85067
2469,-0.00695,-0.0844845,2.85067
2470,-0.00694,-0.0860715,2.85067
2471,-0.00693,-0.0892456,2.85067
2472,-0.00692,-0.0892456,2.85067
2473,-0.00691,-0.0908327,2.85067
2474,-0.0069,-0.0924197,2.85067
2475,-0.00689,-0.0924197,2.85067
2476,-0.00688,-0.0955938,2.85067
2477,-0.00687,-0.0955938,2.85067
2478,-0.00686,-0.0987679,2.86737
2479,-0.00685,-0.0987679,2.85067
2480,-0.00684,-0.100355,2.85067
2481,-0.00683,-0.101942,2.85067
2482,-0.00682,-0.103529,2.85067
2483,-0.00681,-0.103529,2.85067
2484,-0.0068,-0.105116,2.85067
2485,-0.00679,-0.106703,2.86737
2486,-0.00678,-0.106703,2.86737
2487,-0.00677,-0.111464,2.85067
2488,-0.00676,-0.113051,2.86737
2489,-0.00675,-0.111464,2.86737
2490,-0.00674,-0.114638,2.86737
2491,-0.00673,-0.117812,2.85067
2492,-0.00672,-0.117812,2.85067
2493,-0.00671,-0.1194,2.86737
2494,-0.0067,-0.1194,2.86737
2495,-0.00669,-0.120987,2.86737
2496,-0.00668,-0.120987,2.86737
2497,-0.00667,-0.124161,2.88407
2498,-0.00666,-0.125748,2.85067
2499,-0.00665,-0.127335,2.85067
2500,-0.00664,-0.127335,2.86737
2501,-0.00663,-0.127335,2.85067
2502,-0.00662,-0.130509,2.86737
2503,-0.00661,-0.130509,2.86737
2504,-0.0066,-0.132096,2.88407
2505,-0.00659,-0.13527,2.85067
2506,-0.00658,-0.136857,2.88407
2507,-0.00657,-0.136857,2.86737
2508,-0.00656,-0.140031,2.86737
2509,-0.00655,-0.138444,2.86737
2510,-0.00654,-0.141618,2.86737
2511,-0.00653,-0.141618,2.86737
2512,-0.00652,-0.141618,2.86737
2513,-0.00651,-0.143205,2.86737
2514,-0.0065,-0.143205,2.86737
2515,-0.00649,-0.143205,2.86737
2516,-0.00648,-0.144792,2.86737
2517,-0.00647,-0.144792,2.85067
2518,-0.00646,-0.146379,2.88407
2519,-0.00645,-0.144792,2.85067
2520,-0.00644,-0.147966,2.88407
2521,-0.00643,-0.147966,2.86737
2522,-0.00642,-0.149553,2.86737
2523,-0.00641,-0.15114,2.86737
2524,-0.0064,-0.152727,2.86737
2525,-0.00639,-0.152727,2.86737
2526,-0.00638,-0.159076,2.86737
2527,-0.00637,-0.159076,2.86737
2528,-0.00636,-0.160663,2.86737
2529,-0.00635,-0.16225,2.86737
2530,-0.00634,-0.163837,2.86737
2531,-0.00633,-0.165424,2.86737
2532,-0.00632,-0.167011,2.86737
2533,-0.00631,-0.167011,2.86737
2534,-0.0063,-0.170185,2.86737
2535,-0.00629,-0.170185,2.86737
2536,-0.00628,-0.168598,2.86737
2537,-0.00627,-0.168598,2.86737
2538,-0.00626,-0.168598,2.86737
2539,-0.00625,-0.165424,2.86737
2540,-0.00624,-0.165424,2.86737
2541,-0.00623,-0.165424,2.86737
2542,-0.00622,-0.163837,2.86737
2543,-0.00621,-0.160663,2.86737
2544,-0.0062,-0.160663,2.86737
2545,-0.00619,-0.160663,2.86737
2546,-0.00618,-0.159076,2.88407
2547,-0.00617,-0.154315,2.85067
2548,-0.00616,-0.157489,2.88407
2549,-0.00615,-0.154315,2.86737
2550,-0.00614,-0.154315,2.86737
2551,-0.00613,-0.154315,2.86737
2552,-0.00612,-0.154315,2.86737
2553,-0.00611,-0.152727,2.86737
2554,-0.0061,-0.152727,2.86737
2555,-0.00609,-0.149553,2.86737
2556,-0.00608,-0.15114,2.86737
2557,-0.00607,-0.147966,2.86737
2558,-0.00606,-0.149553,2.85067
2559,-0.00605,-0.147966,2.88407
2560,-0.00604,-0.144792,2.86737
2561,-0.00603,-0.144792,2.85067
2562,-0.00602,-0.144792,2.86737
2563,-0.00601,-0.141618,2.86737
2564,-0.006,-0.141618,2.86737
2565,-0.00599,-0.141618,2.86737
2566,-0.00598,-0.140031,2.88407
2567,-0.00597,-0.140031,2.85067
2568,-0.00596,-0.138444,2.88407
2569,-0.00595,-0.138444,2.85067
2570,-0.00594,-0.136857,2.88407
2571,-0.00593,-0.13527,2.86737
2572,-0.00592,-0.132096,2.86737
2573,-0.00591,-0.132096,2.85067
2574,-0.0059,-0.130509,2.86737
2575,-0.00589,-0.127335,2.88407
2576,-0.00588,-0.127335,2.85067
2577,-0.00587,-0.127335,2.85067
2578,-0.00586,-0.125748,2.86737
2579,-0.00585,-0.122574,2.88407
2580,-0.00584,-0.124161,2.85067
2581,-0.00583,-0.120987,2.85067
2582,-0.00582,-0.122574,2.86737
2583,-0.00581,-0.1194,2.86737
2584,-0.0058,-0.116225,2.86737
2585,-0.00579,-0.116225,2.86737
2586,-0.00578,-0.114638,2.86737
2587,-0.00577,-0.114638,2.85067
2588,-0.00576,-0.113051,2.85067
2589,-0.00575,-0.111464,2.86737
2590,-0.00574,-0.111464,2.85067
2591,-0.00573,-0.10829,2.85067
2592,-0.00572,-0.105116,2.85067
2593,-0.00571,-0.103529,2.85067
2594,-0.0057,-0.101942,2.85067
2595,-0.00569,-0.101942,2.85067
2596,-0.00568,-0.101942,2.85067
2597,-0.00567,-0.0971809,2.85067
2598,-0.00566,-0.0987679,2.85067
2599,-0.00565,-0.0955938,2.85067
2600,-0.00564,-0.0955938,2.85067
2601,-0.00563,-0.0924197,2.85067
2602,-0.00562,-0.0908327,2.85067
2603,-0.00561,-0.0892456,2.85067
2604,-0.0056,-0.0892456,2.86737
2605,-0.00559,-0.0860715,2.83396
2606,-0.00558,-0.0828974,2.83396
2607,-0.00557,-0.0828974,2.85067
2608,-0.00556,-0.0797234,2.85067
2609,-0.00555,-0.0797234,2.83396
2610,-0.00554,-0.0781363,2.83396
2611,-0.00553,-0.0781363,2.83396
2612,-0.00552,-0.0749622,2.85067
2613,-0.00551,-0.0749622,2.81726
2614,-0.0055,-0.0749622,2.81726
2615,-0.00549,-0.0717881,2.81726
2616,-0.00548,-0.0717881,2.81726
2617,-0.00547,-0.068614,2.80056
2618,-0.00546,-0.068614,2.80056
2619,-0.00545,-0.067027,2.80056
2620,-0.00544,-0.067027,2.78385
2621,-0.00543,-0.0638529,2.78385
2622,-0.00542,-0.0622658,2.76715
2623,-0.00541,-0.0606788,2.76715
2624,-0.0054,-0.0606788,2.75044
2625,-0.00539,-0.0590918,2.75044
2626,-0.00538,-0.0575047,2.71704
2627,-0.00537,-0.0575047,2.70033
2628,-0.00536,-0.0543306,2.70033
2629,-0.00535,-0.0543306,2.68363
2630,-0.00534,-0.0511565,2.63352
2631,-0.00533,-0.0527436,2.60011
2632,-0.00532,-0.0511565,2.5667
2633,-0.00531,-0.0495695,2.5667
2634,-0.0053,-0.0463954,2.5333
2635,-0.00529,-0.0463954,2.49989
2636,-0.00528,-0.0448083,2.46648
2637,-0.00527,-0.0448083,2.38296
2638,-0.00526,-0.0400472,2.34956
2639,-0.00525,-0.0384602,2.29944
2640,-0.00524,-0.0368731,2.24933
2641,-0.00523,-0.0368731,2.19922
2642,-0.00522,-0.0352861,2.1157
2643,-0.00521,-0.033699,2.04889
2644,-0.0052,-0.033699,1.98207
2645,-0.00519,-0.0305249,1.88185
2646,-0.00518,-0.0305249,1.79833
2647,-0.00517,-0.0289379,1.69811
2648,-0.00516,-0.0257638,1.58118
2649,-0.00515,-0.0257638,1.48096
2650,-0.00514,-0.0257638,1.36404
2651,-0.00513,-0.0225897,1.26381
2652,-0.00512,-0.0210026,1.14689
2653,-0.00511,-0.0210026,0.996553
2654,-0.0051,-0.0162415,0.879627
2655,-0.00509,-0.0146545,0.745998
2656,-0.00508,-0.0146545,0.595664
2657,-0.00507,-0.0130674,0.445331
2658,-0.00506,-0.0114804,0.311701
2659,-0.00505,-0.00989331,0.12796
2660,-0.00504,-0.00989331,0.0110339
2661,-0.00503,-0.00989331,-0.172707
2662,-0.00502,-0.00671922,-0.339744
2663,-0.00501,-0.00513218,-0.473374
2664,-0.005,-0.00354513,-0.623708
2665,-0.00499,-0.00195808,-0.774041
2666,-0.00498,-0.000371037,-0.907671
2667,-0.00497,0.0043901,-1.0413
2668,-0.00496,0.0043901,-1.14152
2669,-0.00495,0.00597715,-1.25845
2670,-0.00494,0.00756419,-1.39208
2671,-0.00493,0.00756419,-1.54241
2672,-0.00492,0.00597715,-1.62593
2673,-0.00491,0.00915124,-1.72615
2674,-0.0049,0.0107383,-1.84308
2675,-0.00489,0.0123253,-1.9266
2676,-0.00488,0.0139124,-2.01012
2677,-0.00487,0.0139124,-2.09364
2678,-0.00486,0.0154994,-2.16045
2679,-0.00485,0.0154994,-2.24397
2680,-0.00484,0.0170865,-2.31078
2681,-0.00483,0.0186735,-2.36089
2682,-0.00482,0.0202606,-2.41101
2683,-0.00481,0.0202606,-2.47782
2684,-0.0048,0.0234347,-2.51123
2685,-0.00479,0.0234347,-2.54464
2686,-0.00478,0.0234347,-2.59475
2687,-0.00477,0.0266088,-2.62815
2688,-0.00476,0.0281958,-2.64486
2689,-0.00475,0.0297828,-2.64486
2690,-0.00474,0.0313699,-2.69497
2691,-0.00473,0.0313699,-2.74508
2692,-0.00472,0.0329569,-2.76178
2693,-0.00471,0.0329569,-2.76178
2694,-0.0047,0.036131,-2.79519
2695,-0.00469,0.0393051,-2.79519
2696,-0.00468,0.0393051,-2.8119
2697,-0.00467,0.0377181,-2.8286
2698,-0.00466,0.0408922,-2.8286
2699,-0.00465,0.0424792,-2.8453
2700,-0.00464,0.0440663,-2.8453
2701,-0.00463,0.0440663,-2.86201
2702,-0.00462,0.0440663,-2.86201
2703,-0.00461,0.0472404,-2.86201
2704,-0.0046,0.0504144,-2.87871
2705,-0.00459,0.0520015,-2.87871
2706,-0.00458,0.0520015,-2.87871
2707,-0.00457,0.0535885,-2.91212
2708,-0.00456,0.0535885,-2.89541
2709,-0.00455,0.0551756,-2.89541
2710,-0.00454,0.0567626,-2.89541
2711,-0.00453,0.0567626,-2.89541
2712,-0.00452,0.0599367,-2.91212
2713,-0.00451,0.0615238,-2.89541
2714,-0.0045,0.0615238,-2.92882
2715,-0.00449,0.0631108,-2.91212
2716,-0.00448,0.0631108,-2.91212
2717,-0.00447,0.0662849,-2.91212
2718,-0.00446,0.0662849,-2.91212
2719,-0.00445,0.067872,-2.91212
2720,-0.00444,0.069459,-2.91212
2721,-0.00443,0.0726331,-2.91212
2722,-0.00442,0.0726331,-2.91212
2723,-0.00441,0.0758072,-2.91212
2724,-0.0044,0.0742201,-2.91212
2725,-0.00439,0.0773942,-2.91212
2726,-0.00438,0.0789813,-2.91212
2727,-0.00437,0.0805683,-2.92882
2728,-0.00436,0.0805683,-2.91212
2729,-0.00435,0.0805683,-2.91212
2730,-0.00434,0.0853295,-2.91212
2731,-0.00433,0.0853295,-2.91212
2732,-0.00432,0.0853295,-2.91212
2733,-0.00431,0.0869165,-2.92882
2734,-0.0043,0.0885036,-2.92882
2735,-0.00429,0.0916777,-2.92882
2736,-0.00428,0.0916777,-2.91212
2737,-0.00427,0.0916777,-2.94552
2738,-0.00426,0.0916777,-2.92882
2739,-0.00425,0.0964388,-2.92882
2740,-0.00424,0.0980258,-2.92882
2741,-0.00423,0.0996129,-2.92882
2742,-0.00422,0.1012,-2.92882
2743,-0.00421,0.1012,-2.91212
2744,-0.0042,0.102787,-2.94552
2745,-0.00419,0.102787,-2.92882
2746,-0.00418,0.105961,-2.94552
2747,-0.00417,0.105961,-2.91212
2748,-0.00416,0.105961,-2.94552
2749,-0.00415,0.109135,-2.92882
2750,-0.00414,0.110722,-2.92882
2751,-0.00413,0.110722,-2.92882
2752,-0.00412,0.112309,-2.92882
2753,-0.00411,0.113896,-2.94552
2754,-0.0041,0.115483,-2.91212
2755,-0.00409,0.118657,-2.94552
2756,-0.00408,0.121832,-2.92882
2757,-0.00407,0.120244,-2.91212
2758,-0.00406,0.123419,-2.94552
2759,-0.00405,0.125006,-2.92882
2760,-0.00404,0.126593,-2.92882
2761,-0.00403,0.12818,-2.92882
2762,-0.00402,0.129767,-2.91212
2763,-0.00401,0.131354,-2.94552
2764,-0.004,0.132941,-2.92882
2765,-0.00399,0.132941,-2.92882
2766,-0.00398,0.136115,-2.92882
2767,-0.00397,0.136115,-2.92882
2768,-0.00396,0.137702,-2.92882
2769,-0.00395,0.140876,-2.92882
2770,-0.00394,0.140876,-2.92882
2771,-0.00393,0.142463,-2.92882
2772,-0.00392,0.145637,-2.92882
2773,-0.00391,0.145637,-2.92882
2774,-0.0039,0.145637,-2.92882
2775,-0.00389,0.147224,-2.92882
2776,-0.00388,0.150398,-2.92882
2777,-0.00387,0.150398,-2.92882
2778,-0.00386,0.151985,-2.92882
2779,-0.00385,0.151985,-2.92882
2780,-0.00384,0.153572,-2.92882
2781,-0.00383,0.156747,-2.92882
2782,-0.00382,0.156747,-2.92882
